logFC	AveExpr	t	P.Value	adj.P.Val	B	ES_Het_82_d0_1	ES_Het_82_d0_2	ES_Het_374_d0_1	ES_Het_374_d0_2	ES_Het_82_d0_2.2	ES_WT_d0_1	ES_WT_d0_2
KIF26A	1.18883952056865	11.3269428660467	7.71381184888268	8.05051789152382e-05	0.00956965941914098	2.12084633411883	10.8730271968191	11.1000063381277	10.9202750195876	10.9924527744549	11.0506108290034	12.3919605811828	11.9602673231516
RPRML	1.05218410988385	8.19646799184374	7.70987591397727	8.07826485024333e-05	0.00956965941914098	2.11740857802775	7.82513336814622	7.87491474692624	7.9854278843157	7.96990715168969	7.82383665116393	9.10366021817115	8.79239592249326
TOX2	-1.34840794474535	12.124933507341	-7.69252453595687	8.20186829173429e-05	0.0096808791065155	2.10223316550941	12.457241821723	12.8708887659175	12.3615964722946	12.3162802430671	12.5449572976249	11.2262814919784	11.0972884587817
ATP8B3	-1.14053346152607	6.883857353362	-7.68682664787819	8.2429178896882e-05	0.00969420707914703	2.09724262264484	6.93909406903263	7.25222181504824	7.34083301028041	7.3249287405143	7.19154264840022	6.03025683221689	6.10812435804129
MYOCD	-1.36139797618222	6.30427804144606	-7.66959596703042	8.36845901957798e-05	0.00978768296503268	2.08212927147074	6.41913252452408	6.80434517643914	6.91994848022184	6.79299956410416	6.52981871362997	5.19964386810767	5.46405796309556
KCNS1	-1.31870722792782	9.30028582156628	-7.66614659269322	8.39384698518774e-05	0.00978768296503268	2.07909983476096	9.71549307154494	9.94565663203816	9.61258369712998	9.41179260267968	9.69977057290693	8.50204290633213	8.21466126833211
ITGB8	-1.23649245340508	8.04797380519644	-7.66361508986691	8.41253408910934e-05	0.00978768296503268	2.07687569066317	8.16791840646844	8.52251866358533	8.39941798138195	8.65205506847439	8.26437669665074	7.18804773723181	7.14148208258238
LOC286059	-0.997411588537942	7.42211776725222	-7.64124752510823	8.57968493915691e-05	0.00991944076284034	2.05719311548335	7.72025585081228	7.81210794186907	7.60312887773418	7.5758356549023	7.82413420885462	6.67324467965512	6.74611715693797
CYP27A1	-1.13991452334918	9.41190584170399	-7.64032230310114	8.5866786233262e-05	0.00991944076284034	2.05637776565403	9.80156675377497	9.71325270607202	9.79828141640668	9.57127414705781	9.8036035042787	8.78623063601702	8.40913172832069
KDELR3	-1.09072828913421	9.45107113500698	-7.63274971039268	8.64415957965477e-05	0.00995055783132203	2.04970087344506	9.85160530257114	9.88377230239339	9.58060331149245	9.73605592116674	9.76150210760287	8.8049632982692	8.53899570155302
FAM127C	1.13145680315025	8.23984519270399	7.62592259962485	8.69635097841569e-05	0.00997538823323408	2.0436758405159	7.83598212979265	8.13882442167091	7.95224149875284	7.72140987795937	7.93440117370097	8.96652836312307	9.12952888392812
CYR61	-0.978023286141449	15.3690533274959	-7.61753775721713	8.76093372261256e-05	0.00999030296062445	2.03626901106957	15.7385059276074	15.5545744452681	15.6755080003364	15.7067734993966	15.5670808879302	14.5656166794913	14.7753138524412
MFNG	-1.20216478536954	7.8039101901531	-7.61627751289812	8.77068682425819e-05	0.00999030296062445	2.03515508770402	8.07112027489244	7.91777508419602	8.26291733267861	8.39299128399645	8.09212523981562	6.9933890350947	6.89705308039787
KLF10	-0.993480291535471	11.2021486509188	-7.60868164252381	8.82972951395766e-05	0.0100225121385435	2.02843740036296	11.5155703116578	11.4654997685978	11.4584604114419	11.5166611451143	11.4738091771188	10.3303967171596	10.6546430253417
DNASE1L1	-1.03314890691382	9.91713320420343	-7.60177969210172	8.88376407385006e-05	0.0100409600454366	2.02232784304179	10.3135676241664	10.0546281798707	10.2871867083136	10.1749642054394	10.231246313104	9.29845326757167	9.0598861309583
PPIL6	-0.915671935320664	5.69000877622298	-7.59874663693877	8.90762640246544e-05	0.0100409600454366	2.01964132726328	5.95584745436453	5.83253049867686	5.98793723030677	5.92115169674262	6.06067976576794	5.02358496671128	5.04832982099087
NRP2	-1.03159549121501	8.3040145835003	-7.58951266499868	8.98071645925603e-05	0.0100876828578169	2.01145606561791	8.53716870534807	8.6861927773014	8.72663341466689	8.46241404363151	8.5813718211465	7.67737654841178	7.45694477399595
THNSL1	-0.9473075367853	7.95153319442702	-7.58446054542452	9.02098944642726e-05	0.0100876828578169	2.00697369547627	8.17596337301138	8.33640254123432	8.09889635880012	8.28786446370426	8.21183571650685	7.32683791834648	7.22293198938569
PRSS23	-1.24732326540844	8.7267019226656	-7.5818382677203	9.04197254038904e-05	0.0100876828578169	2.00464602035557	9.00438325397796	8.95632662253207	9.20113256608978	8.89104833197484	9.36250921790829	7.91248786667978	7.75902559949651
UVRAG	1.12670113985653	7.76965611489342	7.57068885273642	9.13180008506145e-05	0.0101531280331415	1.99474062127564	7.25046386116166	7.50299130595317	7.59443908264059	7.39932803387715	7.49148523389665	8.72030323589086	8.42858205083389
KIT	1.62231074313357	7.85859942814693	7.56321638642286	9.19256202850317e-05	0.0101859215375016	1.98809412730068	7.55092755655771	7.5990128690789	7.46960520024705	6.90645950820748	7.44940523073844	9.17956376516007	8.85522186703889
GDF1	-0.972697598776334	10.9377815714742	-7.54971309276036	9.30351350963676e-05	0.0102739172746928	1.97606756073944	11.1877331642915	11.2356200228122	11.3172619073705	11.2654577393756	11.072403021773	10.3335344317952	10.1524607129013
LOC100129515	-1.22246743163286	6.28944171824026	-7.52996403591663	9.46849084480815e-05	0.0104085736454302	1.95844140920868	6.53656497318219	6.8968826661481	6.46068842004281	6.55048429805476	6.74897027896326	5.53162925388312	5.3008721374076
ZNF350	-0.950104126868216	10.5652943387423	-7.52749416464344	9.489352526914e-05	0.0104085736454302	1.95623394824771	10.9421120510885	10.737783235597	10.9034547576269	10.71158326988	10.8888299893308	9.88375461074461	9.88954245692828
ME1	-1.11993769486678	8.04654927886434	-7.51423979653573	9.60218677027123e-05	0.0104969945776888	1.94437604259318	8.58957353018827	8.37045375324143	8.37571563685725	8.12580861007171	8.37110585662989	7.28645694687053	7.20673061819132
TNFRSF12A	-1.30783142237415	15.1570660395051	-7.49779687703157	9.74425539037156e-05	0.0105850780138775	1.92963797101566	15.2963702809615	15.463532343326	15.8571110773901	15.5607633474487	15.4758837517908	14.1024333479572	14.3433681276613
TMEM54	-1.25438389145509	12.0049310075299	-7.49739618978349	9.74774658244546e-05	0.0105850780138775	1.92927844669551	12.4847084820094	12.6218962921311	12.0743908495964	12.3008266910232	12.3348097106824	11.148056547082	11.0698284801848
PTPRH	-1.35106355502765	8.43618818655972	-7.47466057156976	9.94815227330988e-05	0.0107668091896218	1.90884868639851	8.69355819998057	8.66986545131829	9.02772065765279	8.90969194563187	8.81019547111173	7.21312069525783	7.72916488496497
XBP1	-0.90223504295882	14.6481043821744	-7.46418763389983	0.000100420135128524	0.0108324064307349	1.89941818833421	14.923094703383	14.9442949012008	14.9817681421747	14.7671466777461	14.9131246905943	14.0409251811591	13.9663763789629
IGSF21	-0.945065863133882	12.6317383618445	-7.44729832739398	0.000101954728833496	0.0109616475287419	1.88418369896117	12.8858003481882	12.9939901439284	12.9841372348301	12.7345207927121	12.9103373797549	11.9883213738462	11.9250612596515
lincRNA:chr8:72587614-72614662_F	-0.980321336748674	11.5271939464135	-7.4389378003559	0.000102724069129785	0.0110080328948718	1.87663030846759	11.8768221227355	11.7783422474053	11.8745810343019	11.7067206692216	11.7999627109013	10.687787212296	10.9661416280329
ADAMTS8	1.26507283565868	9.5795176235247	7.42483894960421	0.000104036196571081	0.0110775496189747	1.86387449932874	9.01879603892718	9.48032661557182	9.15354049125715	9.21740145522242	9.22027660856108	10.671968190218	10.2943139649152
lincRNA:chr2:192556480-192586655_R	-1.47488572769038	6.44817445265432	-7.42339307021569	0.000104171814934559	0.0110775496189747	1.86256506796158	7.00473108668635	7.00065294737194	6.90050994680596	6.40665901750444	7.03529887588916	5.48849715691478	5.3008721374076
ERCC1	-0.97360048932069	12.2188349628748	-7.41955988371625	0.000104532311609912	0.0110775496189747	1.85909246228437	12.6305876940516	12.5057652674564	12.3311095131467	12.4410443888847	12.5765257927214	11.5596721330933	11.4871399507695
ANXA8L2	-0.949323723194647	8.66834020818908	-7.41743288615889	0.000104732949094276	0.0110775496189747	1.85716482173872	8.86082931859827	8.8088177710132	9.08130622704714	8.93570720268024	9.01121726902748	7.98731351368242	7.99319015527481
CD44	-1.23033254017311	11.3806765873112	-7.41301067450527	0.000105151471018397	0.0110858235319298	1.85315543164026	11.4782645704291	11.9265038447861	11.7798232213249	11.6473114232206	11.8290977913284	10.3486126185359	10.6551226415535
GDAP1L1	-1.07678791328043	8.97613919049439	-7.40133488697459	0.000106265489385594	0.0111671317668209	1.84255882433202	9.296187940805	9.47877541525314	9.24164752307826	9.1431573808335	9.25919614004553	8.34745050202599	8.06655943141933
LOC728537	-0.909703099498212	9.1804298930619	-7.39240988782843	0.000107125945199179	0.0112213566455101	1.83444819835033	9.37156255310161	9.55159136966803	9.48073052227359	9.36664010648614	9.43120077020614	8.60499956881286	8.45628436088492
CST6	-1.06928250668871	10.0124452128037	-7.37387429237778	0.000108937947207326	0.0113398643779105	1.81757462933968	10.4011746671183	10.3595553519683	10.1663000629288	10.1503019983517	10.5124404217784	9.22978373216907	9.26756025531169
BST2	-0.896156159154919	11.0201728728117	-7.36771404053733	0.000109547724508311	0.0113398643779105	1.81195798128768	11.3722345628806	11.313921461972	11.206313352285	11.1718524848444	11.3167655865838	10.3381536618682	10.4219689992483
PLXNB3	-0.982326414320367	5.97240654814331	-7.36698279728856	0.00010962036010667	0.0113398643779105	1.81129097494535	6.25364319069327	6.13433276187728	6.44576716034458	6.15371302609592	6.27790005073462	5.24061750984993	5.3008721374076
SOCS2	-1.27074089839913	12.6528524155104	-7.36274591607382	0.000110042277328222	0.0113398643779105	1.80742507230384	12.7036073949631	13.1947615981148	12.9184046961592	13.200213681051	13.0626188478343	11.8370869474979	11.6532737429528
ITPR3	-1.05209020990774	11.1042517390276	-7.36027372265355	0.000110289301566694	0.0113398643779105	1.80516838468332	11.2518962021808	11.3363983330835	11.5814770868648	11.5119077329968	11.3425653541659	10.4457870658079	10.2597303980933
COL7A1	-1.69615585148701	13.5281825814676	-7.35962190204218	0.000110354535376182	0.0113398643779105	1.80457326687258	13.6007458691412	13.9408253947921	14.3938430341704	14.3053212433377	13.8232571537353	12.3247429905849	12.3085423845117
AKR1B15	-0.98041956394943	5.50234256464613	-7.35454874159673	0.000110863730474548	0.0113398643779105	1.79993974923639	5.78058423902705	5.66591698469419	5.9238134198939	5.73830697764558	5.80369057904056	4.91924207840562	4.68484367381603
TMEM59L	-0.833816842253932	10.7850973145705	-7.35277831839496	0.000111042046123137	0.0113398643779105	1.79832205132868	10.9597768153003	11.0846891177304	11.0529215115675	11.0393529286959	10.9799131170639	10.1942664695247	10.1847612421106
S100A14	-1.511855348302	8.74881941680197	-7.34467691344462	0.000111862112616954	0.0113642542499558	1.79091488525446	9.18601007556751	9.47787550737353	9.02917110109941	8.88663532763652	9.32419842705002	7.43610097979969	7.9017444990871
TPBG	-1.18345897401943	11.0903108073235	-7.34345345517865	0.000111986544636423	0.0113642542499558	1.78979560907269	11.6524528749455	11.5140245884267	11.2599382201392	11.2271528801934	11.4886411500834	10.3479088865382	10.1420570509383
PTCH1	1.48909997974478	6.38610795120193	7.3401097651973	0.000112327404871098	0.0113642542499558	1.78673576219432	5.86052998687725	5.81498478781098	6.35161270118656	6.0726355388911	5.70349105589411	7.60945562354304	7.29004596421051
INPP1	-1.39652263910469	8.15680274576905	-7.330121481995	0.000113352547568393	0.0114105958040326	1.777587655827	8.58261140379057	8.67262702879128	8.55827827982556	8.35866309376665	8.6068662642493	7.48015381674351	6.83841933321645
TNFRSF10B	-0.90949090023004	13.9664642448188	-7.32882875589537	0.000113485988289485	0.0114105958040326	1.77640282286965	14.150921956359	14.3628406825939	14.2105838065644	14.2737776749289	14.1334698182621	13.352994894995	13.2806608800282
TRERF1	1.45337226382889	7.906496308992	7.30242351454291	0.000116250428216759	0.0116525852308227	1.75215889243666	7.53801926732887	7.15658946907103	7.89321260057099	7.5192982260912	7.34911589071377	8.96018607126002	8.92905263790811
SEC1	1.62987421337167	8.18927373786171	7.29206144772377	0.000117355752426912	0.0117272955423666	1.74262278676167	7.78901479738419	7.80325412841315	7.88146851383627	7.35877596790581	7.78546354838102	9.6966336591952	9.01030554991633
NECAB2	-1.17121574722171	7.43710162673464	-7.27696971891352	0.000118986655154475	0.011771220492359	1.72871158716199	7.70603279253233	7.87464602854966	7.92493387757612	7.61347967588821	7.73958111230073	6.80794018271817	6.39309771757724
FGFBP3	0.97100123480377	10.8915235005085	7.27674418421045	0.000119011219048521	0.011771220492359	1.72850349258344	10.5566693252281	10.7165744433528	10.6980169610077	10.5351980333154	10.5640141184904	11.7159332323286	11.4542583898367
MARCH4	-2.38063271361934	7.84998950040787	-7.27329136092588	0.000119387988091928	0.011771220492359	1.72531692546676	8.50256509243859	8.42923073853909	8.25400318110168	8.22349709846481	9.24155526809425	5.74168120278585	6.55739392143083
LOC100240735	1.18811264205547	8.95406543048439	7.27270634812724	0.000119451956090341	0.011771220492359	1.72477688623031	8.76895491667397	8.70457959428529	8.6016610296984	8.30278944262892	8.69503839477041	9.91021427179768	9.69522036353605
lincRNA:chr15:25278929-25279685_R	0.848236586676976	5.49156708800186	7.26820059987906	0.000119945920457554	0.011771220492359	1.72061617932897	5.213530279521	5.25248467911734	5.1857660288763	5.30148452936087	5.29280337073809	6.16476325826544	6.03013747013395
AQP7P3	-1.04528155674907	7.04011146899222	-7.26804223054003	0.000119963323923725	0.011771220492359	1.72046989432803	7.22383707652437	7.35294116684915	7.42664588163139	7.19557343935837	7.49481914738223	6.4131276706114	6.17383590058866
SYN3	-1.07238967451975	7.43810667071621	-7.24908617400473	0.000122066957138781	0.0119416674555858	1.70293902230928	7.69059651371818	7.65753349032676	7.80910335482359	7.97432433689428	7.59096090713218	6.76277044473608	6.5814576473824
SAFB	0.841035427407992	12.3595716836932	7.24106179987673	0.0001229698432272	0.0119939777928517	1.69550523271238	12.1060350049677	12.1385905407848	12.0178065516233	12.192501311719	12.14144582736	12.9817294542751	12.9388930951228
HIST3H2BB	1.41103071543359	8.76092562931292	7.23366725677003	0.000123808470544745	0.0120397269998094	1.68864821054681	8.52035700378032	8.14137399057935	8.13877268112592	8.30729878861778	8.68106751755611	9.60720410267696	9.93040532085401
PSPH	-1.29724772228273	13.8566161399338	-7.224056532862	0.000124908001151692	0.0121104998616627	1.67972647648293	14.0851618732338	14.5893707220057	14.0660898586845	14.1959071930571	14.1997620845204	12.7897186453914	13.0703026026438
PAG1	-1.91879456843265	7.37640831034005	-7.21477278270698	0.000125980489511357	0.0121782385958797	1.67109792720602	7.70183574448274	7.67178195205375	7.88642498883068	8.55278051749744	7.81035344659658	5.77378402573206	6.23789749718711
DDX46	1.14417876170063	10.125407189849	7.20463103827425	0.000127163866350215	0.0122562641245295	1.66166029703268	9.87599187034702	9.52247451571199	9.92426759699606	9.80549471486498	9.8642661631814	10.7998445387733	11.0855109290685
CLIC4	-0.790483684701227	12.692947240271	-7.19881927524526	0.000127847597167258	0.012285814669374	1.65624654424172	12.919731354972	12.9529969423333	12.9129083069422	12.9188046568008	12.8895573470228	12.1387680013278	12.1178640724982
LOC283482	1.76490963446374	5.18999384062203	7.19004080502217	0.000128888147258635	0.0123198958437729	1.64806166852384	4.87198872297912	4.68834513210268	4.57790882970342	4.85277015727454	4.43765688324504	6.88792664060941	6.01336051843999
ENST00000442860	-1.78328256953992	10.233205810927	-7.18944925852975	0.000128958605234569	0.0123198958437729	1.64750979346093	10.5438732543873	10.5934452293367	10.8019370257033	11.1243607356797	10.6499593374419	8.56432269621019	9.35454239772956
LOC646626	-1.04017727535017	9.87505284592769	-7.18416415813226	0.000129590015901205	0.0123440173918525	1.64257729018832	10.1794447342091	9.93413563038769	10.3054010943656	10.2622069723186	10.180043334572	9.04552541108398	9.21861274455688
DA992326	1.18107693033392	4.64341957118456	7.18018479917476	0.000130067708244661	0.0123533986340709	1.63886122732579	4.26081206388141	4.56881921811438	4.20225697176801	4.42259937222807	4.07535747231105	5.57123521146463	5.40285668852437
A_33_P3405043	-1.15258971404464	7.43859766771772	-7.16070891710921	0.00013243418532935	0.0125210378513346	1.62064682393269	7.62604076686067	7.67654206616694	8.09286517759064	7.77475704896696	7.66934001335284	6.67324467965512	6.55739392143083
DAPP1	-1.43113617836486	5.79888084048654	-7.15813286107809	0.000132750781622905	0.0125210378513346	1.61823424151236	5.97451305692803	6.52669155212216	6.26722693282441	6.0737705439663	6.19668237139877	4.52828031587245	5.0250011102937
LOC90784	0.823276442699066	10.3026681949403	7.14815609441454	0.000133984921720985	0.0125210378513346	1.60888312347658	10.118586445911	10.0918012296861	10.1161268185865	10.0357894534144	9.97492782324758	10.8962627232783	10.885182870458
lincRNA:chr3:162917364-162937929_F	1.2974500033326	7.74876850007028	7.14528226008603	0.000134342791830555	0.0125210378513346	1.60618730564916	7.74870739368886	7.30533623446467	7.20745799131682	7.31929226922647	7.30954860689374	8.52347058687966	8.82756641802176
C1orf21	1.11922500836323	9.01675244045335	7.14208754626356	0.000134741873347464	0.0125210378513346	1.60318932727705	8.81482026123703	8.80266803499943	8.67917607247384	8.38340309603965	8.80480186842643	9.79675138848619	9.83564636151084
PLXND1	-0.989798583379403	12.430477242641	-7.14131652442209	0.000134838387049142	0.0125210378513346	1.60246560353	12.5283308963325	12.9133677752737	12.7458072744613	12.7097990457347	12.6690791976589	11.6953568250497	11.751599683976
CCL27	-0.854954051186969	8.78335378611897	-7.14116396889974	0.000134857492538823	0.0125210378513346	1.60232239806125	8.96179534561201	9.02641748961756	9.1271106300889	8.94830401220078	9.0745043833427	8.1284163926404	8.21692824933044
AMIGO2	-1.07994965349045	7.61750671925255	-7.13562571074533	0.000135553134392429	0.0125210378513346	1.59712169355777	7.83305891638036	8.03745330316413	7.91413361458622	7.86473831536603	7.98093466603808	7.05875422191849	6.63347399731454
ZNF506	1.13896999062618	5.06366716918721	7.13489491722618	0.000135645225739149	0.0125210378513346	1.59643516760767	4.62031923215321	4.63127571021377	4.93524495276338	4.81675044423107	4.68764551996577	6.06841166234158	5.68602266264166
ENST00000444919	1.11241488692997	5.86104915136008	7.13464856438106	0.000135676285769749	0.0125210378513346	1.59620372310723	5.29674901727742	5.48084494230447	5.65861693609877	5.70446931603874	5.57540142089535	6.77489172637489	6.53637070053095
OLAH	-1.11313250633949	5.5017757328941	-7.12671950052146	0.000136680231142224	0.0125780561862153	1.58875061809752	5.81765087999876	6.08025791390195	5.74864097488133	5.58871745371985	5.86380073673932	4.7619640262251	4.65139814479239
LAMB3	-1.04702481879451	10.2763627934228	-7.12287941470862	0.000137169426014836	0.0125875165951699	1.58513833607892	10.5403776598839	10.7675415345375	10.478735253556	10.4236951339846	10.6672141262871	9.41541142125666	9.64156442445399
NNAT	1.38452186054085	11.8822421024497	7.11056288574821	0.000138751686798888	0.0126918475945539	1.57354052849433	11.3202709781659	11.3792683798895	11.7172585284456	11.7316857350393	11.2848385185068	13.0784202971918	12.6639522799087
EMP1	-2.11387944084886	9.56856244709391	-7.10730234732507	0.000139173960435447	0.0126918475945539	1.57046720911165	10.1022618659551	10.6461587595398	9.70308146282452	9.84903625059551	10.5621016691958	7.81980479274939	8.29749232879721
ULBP2	-1.17865732517295	6.16454412348848	-7.10498361015683	0.000139475133954946	0.0126918475945539	1.5682808362185	6.59789157139755	6.22752823752184	6.42597861064632	6.77571488782819	6.479403488867	5.29054215831369	5.35474990984478
A_33_P3279392	1.80741855205738	4.11896848706362	7.09849394213419	0.000140321931682918	0.012711657532008	1.56215819383669	3.10372732306859	3.66340679475289	3.8133183348858	4.06138337437045	3.37098010530125	5.46521356722159	5.35474990984478
FADS3	-0.934697513742897	11.0438149171735	-7.09338714695297	0.000140992322545698	0.012711657532008	1.55733665457552	11.1917581441537	11.4480074508689	11.3447580203733	11.3674327408408	11.2024003921206	10.4467684491981	10.305579222659
LEMD1	-1.13357408989589	7.19752155101543	-7.09118586307301	0.000141282396633779	0.012711657532008	1.55525736228885	7.34064410774834	7.72106804021674	7.51221064232231	7.5758356549023	7.4572408668816	6.57092499997126	6.20472654506548
C3P1	-1.08895405232311	7.18706311122232	-7.08655396021854	0.000141894943736133	0.012711657532008	1.55088024644077	7.55455389242145	7.68085489180405	7.42664588163139	7.31442866387815	7.51448087255241	6.25068582224827	6.5677917540205
U2AF2	0.806393018056193	15.4221057389082	7.08581513728999	0.000141992923435036	0.012711657532008	1.55018182494361	15.1683909539045	15.2615561199195	15.1931130902124	15.1537661375929	15.1817123671172	16.0475019089919	15.948699594619
A_24_P256063	-0.978296769789679	14.0521122849272	-7.08463216461126	0.00014214996178402	0.012711657532008	1.54906340439203	14.1540018494049	14.3454335198575	14.425689321043	14.497424343067	14.235579205249	13.3501806206248	13.3564771352444
FLJ42351	-0.949524080692454	5.20321771955588	-7.0825693939881	0.000142424256352117	0.012711657532008	1.54711279100684	5.48427331970843	5.37705239214612	5.50467423684971	5.5374651934794	5.46908642801353	4.36512879287794	4.68484367381603
DKFZp686F0839	-1.58411802707254	5.70726084222877	-7.07883168851113	0.000142922779981311	0.0127212989165332	1.54357700560095	6.35527082230717	5.66591698469419	6.38578380644648	6.0868356514607	6.30552269919609	4.41838868382632	4.73310724767045
HIST4H4	1.26859047765608	8.61068880567863	7.06558037827806	0.000144705956882786	0.0128449208647698	1.53102797966838	8.01679800952198	8.57991836660759	8.03790310125838	8.26222743712343	8.34432500294452	9.53963714622649	9.49401257606802
DUOX1	-1.23212104761976	6.47078769935085	-7.05899465209749	0.000145601399613668	0.0128892847696045	1.52478338723865	6.83078832313895	7.00604399713712	6.93231650459306	6.43970934020283	6.90525325685339	5.58217550290596	5.59922697062466
PLAT	-0.98042746866518	10.7467505592892	-7.05289438073702	0.000146436357005739	0.0129280682985799	1.51899442232254	11.031085676668	11.0118887087779	10.9486043374753	10.9628268704877	11.1799578725587	9.89452920876946	10.1983612402872
SPG20	1.00010589052954	9.18831781167434	7.04778456622327	0.000147139862664845	0.0129550683946829	1.51414190158654	8.92437755081998	8.8701528315997	9.0329878071184	8.74885579690991	8.9364923711672	9.75193534770874	10.0534229763964
FOS	-1.6755314418512	9.15393961159284	-7.02020289808358	0.00015100297107107	0.0132593633115425	1.48789435040798	10.021639625724	9.07744262807693	9.77436149034485	9.68270285508431	9.60716780423582	7.94739091183302	7.96687196585095
SLC30A2	-1.5608088089437	8.97679602864217	-7.00243490186234	0.000153551467256342	0.013414873248624	1.47093678227144	9.78915938327147	9.35568517810636	9.36612097585281	9.11063453875907	9.49210693714071	7.5783383037147	8.14552688365006
ARL14	-1.61796078393726	4.86029738553779	-6.99558655104531	0.000154546524343374	0.013414873248624	1.46439051677346	5.85880022461449	5.12186271293839	5.07314303824457	5.43926389687732	5.119789603496	3.72743167142131	3.68179055117247
TAGLN3	-1.38107768374493	7.88006924468584	-6.99450204711035	0.000154704760429661	0.013414873248624	1.46335332576397	8.29253074840029	8.08783643209372	7.97539198974519	8.6527838389153	8.36477133391032	6.80794018271817	6.9792301870179
DLK2	-1.31895084985063	10.4034807263808	-6.99404409745459	0.000154771632504946	0.013414873248624	1.46291531162552	10.94075070383	10.9162866246702	10.4600160012512	10.6226311103896	10.9619346915493	9.30448353573844	9.61826241723645
HIST3H2A	1.10386388762809	6.35653703719358	6.99362452125674	0.000154832929412856	0.013414873248624	1.46251397797589	6.0097266194187	5.76839461087221	6.10633668626661	6.27766762548292	6.0436112330302	7.19144613029123	7.09857635499321
CAPRIN2	-1.03299203438617	10.3474902256027	-6.98163605636239	0.000156595850057905	0.0135229655177294	1.45103766104202	10.4498387340411	10.7142122075575	10.7342897142157	10.8250579104138	10.4897554680514	9.61974849788775	9.59952904705173
THC2544198	-0.945558934664411	9.10436584943556	-6.97951059616364	0.000156910733514495	0.0135229655177294	1.44900116561933	9.36102907050411	9.56099277729274	9.19132562437473	9.36988726167839	9.38939299141986	8.4504192443211	8.40751397645801
SERPINB8	-1.50425931934926	7.69117786225218	-6.96683408393033	0.000158803473409509	0.013616137875687	1.43684375734595	8.21465143941541	7.706137820554	8.49052639563042	8.25008510409397	7.94343043635176	6.55910710996174	6.67430672975796
EPHA7	-0.868679165009383	7.21651564819791	-6.96667243022069	0.000158827773974309	0.013616137875687	1.43668859615211	7.4468360374737	7.48508276749026	7.55862798477648	7.30392392054067	7.52907776643614	6.58937484753203	6.60268621313611
IGFBP6	-1.3304019599268	10.5967445882755	-6.96388188724138	0.000159247916498545	0.0136163238209268	1.43400962467924	10.882843369716	11.3214455181612	10.8132264623167	10.8301343272901	11.0366474923605	9.85193521470381	9.44097973338037
TRIML2	-1.10344272585392	15.107107259218	-6.95357319183955	0.000160810773642932	0.0136829023530904	1.42410480224149	15.3661943997542	15.7286345661402	15.305866540774	15.3357909953397	15.3753965453017	14.425087723624	14.2127800435922
BATF3	-1.18685881383745	10.5102830757384	-6.95320695301733	0.000160866611450828	0.0136829023530904	1.42375267172915	11.0129791946632	11.0040328788024	10.6701542671828	10.6629312980428	10.896830331197	9.84318765629496	9.48186590398542
TIA1	0.815462229317673	10.9298181627843	6.95043192869653	0.000161290403086857	0.0136832225556264	1.42108401150664	10.7661343332927	10.6483067521694	10.7348033310585	10.6138759324033	10.7210244231153	11.4649019969786	11.5596803704724
TMCC1	-0.792037855134915	11.3980575986598	-6.9409457153553	0.000162748537047845	0.0137710625750848	1.41195424179464	11.6083740147439	11.6424332815467	11.6804262035205	11.5858875785647	11.6046495651161	10.7731560609729	10.891476486154
FGF4	1.27179349142918	6.62599446606149	6.93797929289591	0.000163207522247279	0.0137741229332892	1.40909700860241	6.4418581348255	5.93365664361245	6.48068417132987	6.10937596193334	6.34754957370744	7.61901708661721	7.44981969040459
ZNF195	-0.864305278669309	12.7931379019785	-6.93377570924789	0.000163860404497525	0.0137863570027073	1.40504629538358	13.1604550688848	12.9535243799509	13.1319509929163	12.9615449070868	12.9929359877242	12.1567801478942	12.1947738293924
ABCA3	-1.06727590381733	8.99324152984458	-6.93047229017701	0.000164375521829712	0.0137863570027073	1.4018614822047	9.19270585909065	9.40245938664937	9.48880453199035	9.25556205679574	9.15135567729297	8.38149897574344	8.08030422134954
DUSP6	-1.15106788694217	11.5968963405381	-6.92889533326666	0.000164622060780709	0.0137863570027073	1.40034066973959	11.9871042949974	12.1266888895104	11.6987176793297	11.7189521018556	12.0974014326293	10.7557768575229	10.7936331279217
lincRNA:chr6:72017387-72024304_F	-1.12301960298041	7.26275449738113	-6.92454132418751	0.000165304904083929	0.0138080457957491	1.39614008343792	7.87931218894176	7.60889784554213	7.48996322838535	7.35066640335324	7.58924653922661	6.50313526004977	6.41806001616904
TCEA2	-0.967059323779664	8.72861101517335	-6.91581919738732	0.000166682328455342	0.0138535865455692	1.38771825795988	9.00916363730139	9.04741672717457	9.10863059954715	8.81425851607408	9.04509891545477	8.16428723164938	7.91142147901208
lincRNA:chr13:43405950-43442156_R	-1.42902869669201	6.57435495844755	-6.91570394647242	0.00016670061472398	0.0138535865455692	1.38760691219123	7.03873185967726	7.13450789391097	7.05319763980793	7.03357931575199	6.65322764979249	5.86019791851089	5.24704243168134
CCDC84	-0.838080095961008	13.451044629435	-6.90943941289764	0.000167697950714275	0.0138936969850621	1.38155217428046	13.7406446439002	13.7502688145769	13.6714742204909	13.5911959904215	13.6988967577299	12.9370234853543	12.7678084935714
KCND2	1.43790957767036	6.92632953126258	6.90732395699283	0.000168036240664103	0.0138936969850621	1.3795064673183	6.54701684068621	6.60781332011499	6.75411760047458	6.1537115251041	6.51483183040395	8.21774957975171	7.68906602230255
