logFC	AveExpr	t	P.Value	adj.P.Val	B	PP1_Hom_96_d10_1	PP1_Hom_96_d10_2	PP1_Hom_120_d10_1	PP1_Hom_120_d10_2	PP1_WT_d10_1	PP1_WT_d10_2
FAM129A	2.75732289729651	11.2454824215902	6.91730690783048	7.76292848657231e-05	0.0127118642805922	2.06149814870967	10.5217370170654	11.0051864647426	10.0283758485234	9.75019982630054	13.0720968362563	13.0952985366527
RGS5	-3.3670140958185	11.2904287342185	-6.91368397861422	7.79370030705158e-05	0.0127118642805922	2.05763055787334	12.2013590803938	11.3950750667922	13.0379016262613	13.0167312911846	9.014537375871	9.07696796480796
A_33_P3312342	1.97149567413609	5.09831747632453	6.91314089867322	7.7983245329099e-05	0.0127118642805922	2.05705065082117	4.43527943449119	4.46532884064313	4.4976186827882	4.3663820485275	6.43665011403785	6.38864573745934
SEMA3E	-2.01766124908057	6.48486721590348	-6.89867757410068	7.92258977835074e-05	0.0128165895550683	2.04159193847129	7.12929101340164	6.97902569224952	7.24228834434442	7.27907881239242	5.19126615204628	5.08825328098659
TGFB3	2.92036574922452	6.87706024733516	6.87615601785297	8.12042964113504e-05	0.0128466150847475	2.01746426730029	6.19417158104421	6.59310333210172	5.66815472950954	5.15899034771913	8.79075238871841	8.85718910491792
PFKP	-2.66867935352152	12.1803057940571	-6.87557367685791	8.12561645125364e-05	0.0128466150847475	2.01683948853435	12.9510469251595	12.3929142912338	13.5430851428398	13.3924159550239	10.2938709790533	10.5085014710322
CACNB2	2.68762812104324	7.24946253116117	6.86944933407906	8.180385207695e-05	0.0128466150847475	2.01026606114794	5.98723131824071	7.14378693031628	6.11576778029538	6.16755993440132	9.0725431489456	9.00988607476772
MTHFD2	-3.06109429477753	11.6744081873399	-6.86438928756963	8.22594126930864e-05	0.0128466150847475	2.00483114492388	12.6915460542952	11.7340392308622	13.1570762088733	13.1964303150323	9.62255043320484	9.64480688177158
PDE4B	-4.55855621357005	7.8551217187658	-6.86261829812093	8.24195123447788e-05	0.0128466150847475	2.00292813440369	9.2523185719975	7.74694246072713	10.2135260888084	10.2857747049569	4.68890777730917	4.94326070879569
DLX6	-5.64464259304675	7.99310965014352	-6.84188282551492	8.43196303270124e-05	0.0130475462753842	1.98061528717011	11.4592947809461	10.8641452815609	8.25654934872261	8.91863931340672	4.14255276208788	4.31747641413682
TMEM171	2.34792361911929	7.3189486325928	6.82900261007541	8.55240479750266e-05	0.0130974238832111	1.96672587871334	6.80684727991022	6.44088205396525	6.06437456980512	6.83312580119822	8.72631204795169	9.04215004272631
Q7VLF4	2.49046526895477	6.18352744090864	6.82261687839737	8.61281472017521e-05	0.0130974238832111	1.95983144933038	5.04481834252417	5.76180928701861	4.91634318288653	5.69051859259889	8.00605487316382	7.68162036725981
TM4SF4	3.3750484289046	8.84550738320475	6.81889908718332	8.64820065342683e-05	0.0130974238832111	1.95581493739006	6.59353610670649	8.33219990398473	8.2503443965259	7.70588455372908	11.049490546719	11.1415887915633
TMC5	-3.0077801739225	7.31760911505602	-6.80574864897137	8.77464974593376e-05	0.013191731841593	1.94159276896963	8.88526294717257	8.90839495065124	7.83529402217719	7.6518581054531	5.30966698286567	5.31517768201637
TCTEX1D1	2.59730184413287	5.45166779718599	6.79964518181822	8.83402478855391e-05	0.013191731841593	1.93498387303883	4.04566053558349	4.42151997043277	5.25066620719118	4.62575535002603	7.13145158516845	7.23495313471403
GFRA3	2.23787293534973	9.37055713769236	6.77119910834919	9.1166143664913e-05	0.0135191793876427	1.9041150513948	8.38738446672093	8.91002478835006	8.88150252393634	8.31948619129579	10.7195250820616	11.0054197737894
CDC42EP2	-2.092942499707	10.1671931741406	-6.7467908576469	9.36699002003162e-05	0.0137946693026038	1.87753962295835	11.1019673896236	10.546946869859	10.9600865556813	10.8503618810079	8.86868717618476	8.67510917248712
LOC572558	2.70140449503656	7.43546852603124	6.65440652495799	0.000103850969794808	0.0150914967649358	1.77620938255402	5.7453350449443	7.02128607099732	6.72501158597333	6.64836874216126	9.03604079286939	9.43676891924184
SERPINF2	2.23444756109481	7.47017175108009	6.65407856372778	0.000103889202231224	0.0150914967649358	1.7758475591572	6.4463879301655	7.22298941743026	6.68229905288939	6.54974718904215	8.85740563314986	9.0622012838034
DAPL1	-2.41310111536244	6.63545114973607	-6.62559035918853	0.000107269756334872	0.0154772863295598	1.74436083380619	7.12404021201177	7.82217349559301	7.3671776382419	7.4458814069142	5.45160980313364	4.60182434252192
VSIG8	2.3317478649063	6.48346172381024	6.61622394124597	0.000108407365327126	0.0155209188212281	1.73398385575757	5.32452997650644	6.00072175266576	6.07931084803808	5.42028716482227	7.86485420444126	8.21106639638762
SMOC2	2.42910355549473	9.12734082951478	6.59399124676913	0.000111160861861965	0.0155209188212281	1.70930337686409	8.37125542944493	8.89278691300417	7.82021280548938	8.18630342946101	10.9045067190519	10.5889796806373
RGS2	3.9896444840631	12.4464130294092	6.59232262360652	0.00011137058420163	0.0155209188212281	1.70744825224437	11.3084191520695	12.5279678166477	10.4025614828989	10.2271776872699	15.0017988461467	15.2105531914225
PGF	-2.87644498822586	8.44147236508639	-6.59196159835608	0.000111416016895435	0.0155209188212281	1.70704682403547	9.36549505181327	8.52941470567806	10.0037230667433	9.70251662041205	6.33094442382566	6.71674032204599
PPARG	2.40072782561993	6.30929837954593	6.58844368480926	0.000111859786270931	0.0155209188212281	1.70313425942743	5.20804446575015	6.18180054433225	5.30703737275523	5.33934070118618	7.88761175309631	7.93195544015544
WDR63	1.98415969897513	7.37997329022706	6.58786320057904	0.000111933197455705	0.0155209188212281	1.70248848799725	6.64708407255205	6.8288263675488	6.90356845796296	6.49486799754423	8.60516818293729	8.800324662817
PDZRN4	-2.81304738076709	6.43581559627039	-6.56929532791261	0.000114309417528306	0.0157481503348351	1.68180736510635	6.48238753330103	7.55926548162551	7.9225013060985	7.5298379050793	4.39839570935955	4.72250564215844
ZNF439	3.41864667699735	6.36393414106197	6.55229334847266	0.000116533689978426	0.0157557994073714	1.66282790995331	5.2634660341072	6.38741530525362	4.88027760702978	4.3663820485275	8.50148488658027	8.78457896487348
KIAA1324	2.26879327508294	7.60916622131826	6.55196834590846	0.000116576666619023	0.0157557994073714	1.66246471103084	6.55599399765651	7.42703504595236	6.68907751264861	6.73950062890499	9.06963258557971	9.1737575571674
LOC157627	-2.09234040664762	6.62504747587036	-6.55195483214657	0.000116578453983548	0.0157557994073714	1.66244960872439	6.90356845796296	7.37271637731158	7.54786448871555	7.46582778835485	5.27115848684448	5.18914925603276
SGCD	2.37310959288957	6.20588109212007	6.53167956457588	0.000119294171364655	0.0160214322976154	1.63976202632535	4.92989065623605	5.17715561845744	5.77020140011418	5.78213056981986	7.62689689070571	7.94901141738718
LOC100506676	-2.14827523034975	9.70084679808635	-6.50662097503317	0.000122746569518871	0.0163820640344124	1.61164190914156	10.8459631260321	10.0390608581464	10.3598386369928	10.4228915449738	8.2187399583243	8.31858666404874
RGS16	-3.06569933447596	9.24512757724337	-6.47648695082113	0.000127043607866089	0.0168502434929967	1.57770864819484	10.0885575785802	9.30338297027472	11.0163496025577	10.6598192701954	7.13815923290232	7.26449680894981
GAP43	-3.83542258520985	8.39342577115119	-6.46907079009288	0.000128126170145624	0.0168889273906768	1.56933773134063	8.82016803928292	8.74916708919722	10.5027216860671	10.6155430503373	5.93878953051165	5.73416523151094
NXF5	2.94134265382087	8.71889054423147	6.46230770556877	0.000129122195168164	0.016915799727736	1.56169715796184	7.50097644831443	8.77814102788572	7.45288452889068	7.22176996674055	10.6708698466611	10.6887014468963
SLC2A14	-2.87745290332569	14.3909279254866	-6.43539302970675	0.000133170707418093	0.0172119123956164	1.53122591954221	14.7659830395397	14.7935711453258	16.108179867971	15.7325815202107	12.3517356211166	12.5935163587556
MIR31HG	3.26934769399298	8.13336238552071	6.43206075580959	0.000133681524278902	0.0172119123956164	1.52744613312252	6.91075909533722	8.21960446655017	6.76168026550129	6.28227545603686	10.1977277572409	10.4281272724578
MLXIPL	3.02634187858164	9.68723427689958	6.42355211313594	0.000134995586552368	0.0172119123956164	1.51778762362447	8.98288164074117	9.48270877752099	8.51385928247404	7.73436490208658	11.6759843985536	11.733606660021
VWA5B2	2.08845442924829	7.43188893741315	6.41905521824828	0.00013569577648917	0.0172119123956164	1.51267883946286	6.42460345492344	6.6390454497424	7.13450420154289	6.74479673777946	8.69598750588088	8.9523962746098
CXCL1	2.47074618145891	6.9220304494256	6.41608060806078	0.000136161119064078	0.0172119123956164	1.50929788898247	6.45306687828751	6.59563672999913	5.67133607117756	5.67375387629298	8.74236027480394	8.39602886599247
A_33_P3317761	-3.19103011028669	9.18760105243432	-6.4157135820641	0.00013621865668536	0.0172119123956164	1.50888063856532	10.0026403292295	9.34888791402437	10.6124578764222	11.0411249037768	6.65579735114822	7.46469794000483
DLX5	-6.38815107597469	9.64626207966785	-6.37832398480405	0.000142221700246126	0.01771893640184	1.46627358667291	13.9020764721258	12.7759847138195	10.2335722714056	10.1909496292868	4.93653847284964	5.8384509185198
SERPINA11	2.02983339875933	5.24261829061566	6.37168425538363	0.000143317651115362	0.01771893640184	1.45868637893063	4.51763892841572	4.94607477483945	4.5503283219515	4.24998660557686	6.59878018497697	6.59290092793345
SLC1A5	-2.49874682334368	9.14212229915899	-6.3680303921737	0.000143924689110784	0.01771893640184	1.45450841530281	10.6682154568907	9.56311966967646	10.1247229458131	9.54409355538072	7.52098875745604	7.43159340973705
SOST	-2.96341475799644	8.92987392953216	-6.36425305261307	0.000144555195023665	0.01771893640184	1.45018724791636	9.7183822646901	9.00226682610626	10.2579139996439	10.6921523050169	7.0085939229119	6.89993425882382
PGA3	2.35813938453829	8.15233642709975	6.36232237760816	0.000144878624117897	0.01771893640184	1.4479778195921	6.76372629184791	7.22403319223543	7.68154525944883	7.79585511881579	9.73993657117895	9.70892212907161
GATA3	-3.6882817200118	8.7738951760732	-6.36034927289753	0.000145209978005151	0.01771893640184	1.44571928188075	10.8854622804885	10.8389082038276	9.25133784384631	9.0375813361462	6.20261738196368	6.427464010167
CRH	2.73241481161613	7.18505691259421	6.34698005233566	0.000147477067785213	0.0178933255993491	1.43040129283361	6.51442594187197	5.57348683191533	7.02354974899934	5.98554537876869	9.14177781568592	8.871555758324
OLIG3	-7.11308584515227	10.3295816831067	-6.3196262325618	0.000152237022649506	0.0183664936816811	1.39897999403373	11.0366709064406	10.656074353822	14.7126378676797	14.3970580646876	5.7223408444876	5.45270806152281
ENPP1	-2.35286042128122	9.95567715844768	-6.2965740031678	0.000156378844985994	0.0186490700327016	1.37241602991162	11.3155019400891	10.1390878766884	10.7801521281959	10.7251139171923	8.39162732859595	8.38257975992445
NTRK3	-2.79449664706703	7.00841948401755	-6.29460841023453	0.000156737657642484	0.0186490700327016	1.37014744484785	7.2052487779179	7.57615879183092	8.39055841965401	8.58770747609008	4.95418066315189	5.33666277546051
PLCXD3	-3.72019996413852	7.5227610344319	-6.29208704454044	0.000157199241635585	0.0186490700327016	1.36723659658235	7.71532387934385	8.06662197553738	9.70331788345906	9.56604701823868	5.19126615204628	4.89398929796616
WDR66	2.07203768896121	6.93591030198658	6.28562932252633	0.000158388233661584	0.0186863112796103	1.35977713140314	5.96418482252354	6.5408559180877	6.52368562827892	5.95219792044123	8.29158859183456	8.34294893075356
CDH7	1.94805967950173	8.61004758912391	6.27705904711598	0.000159981376020229	0.018710552729861	1.3498680709006	7.61898105544259	8.12490998512355	8.06691022546153	8.03197618446565	10.0231489817598	9.79435910249034
lincRNA:chr9:21491050-21597675_R	3.87234816025334	8.76707546600135	6.27510999685429	0.000160346124827412	0.018710552729861	1.34761306736478	7.50748226617063	8.93354805664863	6.37350014600759	7.09064051484075	11.4762742086714	11.2210076036691
LOC148145	2.0452506729979	6.35396198715842	6.26936215425581	0.00016142708381357	0.018734314933451	1.34095974330687	5.87126434211157	5.30706641111446	5.54512635377432	5.96538994430278	7.59546309381236	7.83946177783501
TGFBR2	2.71483008726711	9.91012596564083	6.2551313684819	0.000164137762171726	0.0188071415914309	1.3244664739028	9.11155984504181	9.86057741266037	8.35777334686707	8.69081980830459	11.671707665058	11.7683177159132
HPSE	3.28280972603345	7.57603267852104	6.25498308172967	0.000164166268105568	0.0188071415914309	1.32429445678885	7.0547513781949	7.35507261400005	6.03061040784818	5.48661667932974	9.7946508708424	9.73449412091094
CXorf1	2.84958977211121	5.25269659852598	6.25222839135053	0.000164696800486915	0.0188071415914309	1.3210983511403	4.47505752265447	5.19965481422905	3.56559971619778	3.97102131154099	7.20270688463957	7.10213934189399
FOXJ1	2.09406569203899	12.6074516376589	6.24433804093001	0.000166226807778762	0.0188808896452536	1.31193752977749	11.5810269745955	12.3946105065652	11.7315209335181	11.9305605465714	13.9920581441887	14.0149327205144
FOS	-2.32354199131064	9.82706884265929	-6.23318400931861	0.000168416202592291	0.0190283576198718	1.29897205714041	11.099903832214	10.8703713760777	10.1043745258024	10.3316816249572	8.42908988680129	8.1269918101031
ALDH3A2	-2.07950689876876	11.3226710829921	-6.22302892869239	0.000170436909904992	0.0191040902043231	1.28715199608296	12.5261399925487	11.737848447204	11.9120533084154	11.8873184488251	9.9110094321875	9.96165686877161
lincRNA:chr3:9387975-9397375_R	3.09321243433283	9.8039911579398	6.22084079468285	0.000170875771706739	0.0191040902043231	1.28460313559509	8.77834373441833	9.82969565471717	8.01942129754994	8.46422069929666	12.1628354903107	11.5694300713461
FAM131B	-2.22697334623355	8.63235034457024	-6.20848880497506	0.000173376387738553	0.0191075554947145	1.27020173770059	9.92157647509697	9.51187770033029	9.08166382100182	8.98358117682993	7.08120635299021	7.21419654117219
PIM1	-2.30925930241001	11.6643115448703	-6.20750952113499	0.000173576342180883	0.0191075554947145	1.26905902017783	12.8075665741928	11.7483332491604	12.6842621507514	12.4960966085899	10.0832203775606	10.1663903089666
SLC2A12	1.90849272738224	7.22514132612318	6.20743696833742	0.00017359116633767	0.0191075554947145	1.26897435339273	6.84118095324526	6.69921138239366	6.5120472200603	6.3034687789505	8.46491352104572	8.53002610104363
NHS	2.22258160551598	9.01054311575875	6.20074251736879	0.000174964955859629	0.0191600085509052	1.26115883264503	7.63521397552421	8.59442761682541	8.38649894706239	8.46258978293502	10.4447122216706	10.5398161505348
ARMC2	2.07845904315877	7.36209576390716	6.19490653699395	0.000176172259013156	0.0191937878518721	1.25434019639352	6.29594713455544	6.774679642829	7.11160955648827	6.49486799754423	8.75954900988673	8.73592124213927
ATCAY	-3.28102021249603	9.80488913682939	-6.18694296403774	0.000177834392375767	0.0192136333920636	1.24502768374529	11.0846841948054	9.59903924888653	11.4051507300194	11.5053759902676	7.67331990814187	7.56176474885554
PRODH	-2.99992205669543	9.06333565119985	-6.18542122579044	0.000178153948282692	0.0192136333920636	1.24324712329036	11.2260467543745	9.60027784730747	9.74209056384717	9.68482351486412	7.03002686539293	7.09674836141286
ALDH1A3	-2.7606705881819	7.6586148417191	-6.18075407712216	0.000179137935647133	0.0192226707427582	1.23778405481036	9.06392677027991	7.58355876692017	8.92489431841388	8.74297362883831	5.70959759285349	5.92673797300884
BNC1	-2.12998376955059	8.37403299645921	-6.15732177370017	0.000184168690866494	0.0196636911238155	1.21030740283488	9.32130252811521	9.48533205704986	8.81676071691037	8.71271504316218	6.82478495962506	7.08330267389258
SLCO2A1	2.0592327638144	8.0012369412652	6.1414303200024	0.000187668103748349	0.0198889635354723	1.19162723704969	7.03020662645208	7.50145343876045	7.71906347841931	7.00858053634308	9.34116929828741	9.40694826932885
XLOC_002142	2.34235388263599	7.91380018383496	6.13930601482724	0.000188141361532518	0.0198889635354723	1.18912733364212	7.25622616550946	7.78890515098628	6.75253527725155	6.73439563141125	9.56123380307288	9.38950507477836
lincRNA:chr9:21506160-21506630_R	3.74022262435561	10.0487310212476	6.13371793903154	0.000189392514609467	0.0199225997880323	1.18254805866063	8.82086523377554	10.290143197784	7.86742144152272	8.22953071276742	12.5609268402706	12.5234987013655
A_33_P3241184	-1.77465134886671	9.04153069782519	-6.12219145243373	0.000192002024732162	0.0200980942947578	1.16896250380116	9.70216629748127	9.55019857580461	9.7398647782402	9.54009493826362	7.9308475051535	7.78601209200792
BMP5	-2.16606031840763	8.45575224188266	-6.11159243820602	0.000194436201140091	0.0201761685582258	1.15645281643921	8.78046032213997	8.86661947634788	9.60705186318467	9.45695773040161	6.9314154746767	7.09200858454512
NEK11	2.17939130272599	7.14326630347812	6.11072210605849	0.000194637572492016	0.0201761685582258	1.15542485404404	6.27236853234	7.04906726313301	6.10742642347579	6.23834792466237	8.60676603379494	8.58562164346261
CDH10	4.1474343676899	10.3762053462172	6.10113710564509	0.000196870392040781	0.0203090355151635	1.14409646783671	8.80295154604825	10.6920634649138	8.69140351839471	7.78849036525867	13.0687889027074	13.2135342799802
HAPLN1	-4.61939644394092	11.1836592025226	-6.07886479446343	0.000202167339493207	0.020690993048841	1.11772068020675	13.856211459902	13.9543251515408	11.4658832179511	11.6174122392846	7.76874222220061	8.43938092425677
KCNK5	-2.76406170548476	11.9904947418396	-6.0774422889854	0.000202510890100579	0.020690993048841	1.11603359706417	12.2635235710429	12.3982906005043	13.6808648387599	13.3047155643641	9.98574141068184	10.3098324656843
ZMYND10	2.09323796882873	8.31017191557633	6.05260562230243	0.000208612954990122	0.0211775755436909	1.08652913080719	7.14503023960281	7.57331493652608	8.06050713538031	7.67085139235782	9.57302305630823	9.83830473328274
FEZF1	-2.84894379357713	5.52168707861861	-6.05003158157353	0.000209256740644318	0.0211775755436909	1.08346609237768	7.10170249414945	7.08120635299021	6.07931084803808	5.62312034406618	3.53722386582556	3.70755856664215
CCDC135	2.11646702896998	6.50433712531838	6.0439323469298	0.000210790865521129	0.0212252455721962	1.07620424152073	5.38465638853911	6.15862535926899	6.1355419989135	5.51656871592528	7.93459057873343	7.89603971052996
PTPRT	3.87564754831431	8.67046048058073	6.04027876250999	0.000211715711664222	0.0212252455721962	1.0718515761672	7.2395292083835	9.02677082642559	6.56323816241702	6.68477366067774	11.2214090784601	11.2870419471204
P02616	2.21757010260232	5.54838571837907	6.03034961410765	0.000214251536998526	0.0212374415668332	1.06001255018677	5.24660044895329	5.12193564382759	4.54529023013375	4.32295641379855	7.18062731915465	6.87290425440658
LYPD6B	2.84455401758381	9.31854030334575	6.03018996384555	0.000214292579907723	0.0212374415668332	1.05982207134413	8.01991765603036	9.41056656621465	8.32374187226981	7.72719642875645	11.0642921944348	11.3655271023685
SLC7A1	-2.99044690924027	10.0059485057789	-6.02590416588383	0.000215397582863673	0.0212374415668332	1.05470726548458	11.0595262172384	9.84656409859419	11.5429294194672	11.5620368334694	8.01765805105691	8.00697641484716
ITGA1	-1.98491038286347	6.67563098618575	-6.02425174286507	0.000215825283135494	0.0212374415668332	1.05273448191893	7.00622407740858	7.16688657864901	7.63762619923619	7.53833426660051	5.17828164734615	5.52643314787405
BMPER	-3.10510288138389	6.80800813698227	-6.02046053911207	0.000216810071254549	0.0212374415668332	1.0482067294087	7.21403752341228	7.01762006262979	8.69977230613835	8.44073983092717	4.80020517622472	4.67567392256129
C1orf168	2.21807731303025	7.90599175341382	6.01240712100798	0.00021891828744628	0.0212631493552662	1.03858160445566	6.58564489697164	7.00693582221801	7.62427893458544	7.44967094250652	9.37583627290637	9.39358365129495
A_33_P3323914	2.15048709819838	6.9139424112448	6.01185358720994	0.000219064009467011	0.0212631493552662	1.03791968802442	5.59488091411457	6.54842106121351	6.19098638332362	6.45416515539631	8.29737023008826	8.39783072333251
BEND7	1.79292491852955	8.46704391884309	5.98420443590003	0.000226479133181935	0.0218834181446473	1.00479865145127	7.71682795825431	7.7370559911444	8.01103042137098	8.01269474656326	9.54379605485792	9.78085834086766
FOXD3	-6.15796758888772	8.45354246586684	-5.98037456998839	0.000227527640109559	0.0218856992202682	1.00020184004158	9.05140528787877	8.61003899596693	12.4202518251948	11.9430972062771	4.19201639683792	4.50444508304547
NEXN	2.41815296869988	10.2341755067531	5.957132731194	0.000234005133055485	0.0223264874530469	0.972258691205139	9.34637360365515	10.2316008852979	8.96093936984314	9.17358420994984	12.0101102382253	11.6824447335475
GUCY1A2	1.93536438816653	7.70591467616608	5.95644006892343	0.000234201235809801	0.0223264874530469	0.971424678145439	6.62271943007116	7.07591247191082	7.35340721980968	7.19113373198396	9.00230991858178	8.99000528463909
RASEF	2.31065615546061	6.54713150795064	5.95020206442115	0.000235975394539153	0.0223393267865744	0.963910453289333	5.99867815892518	6.4045491700931	5.27536153508778	5.42906229374903	8.15644505375852	8.01869283609025
LOC400043	2.42290280887193	14.2705412625794	5.93559114754625	0.000240188483644978	0.0223393267865744	0.946287490005239	13.0258185865733	14.3080229056225	13.3480512467858	13.1697352328401	15.8297493830724	15.9418702205822
MS4A8B	3.59607975857316	6.9113823436021	5.93539863804841	0.000240244538230614	0.0223393267865744	0.946055080890253	5.13152147967381	7.19818953552523	5.71181122605241	4.80923412172609	9.32186946227386	9.29566823636123
ANKRD50	1.91626640538561	9.11474573479524	5.93302443632856	0.000240937027106051	0.0223393267865744	0.94318834369317	8.41847711475133	8.89925135819012	8.41634843075929	8.16988416163272	10.3781698796744	10.4063434637635
SERPINF1	2.20725039016416	14.266355895512	5.92805282999911	0.000242394161206438	0.0223393267865744	0.937182621614949	13.3873194216126	14.2148360508752	13.4102899326789	13.1099776566623	15.703183211957	15.7725290992858
ENST00000519491	2.50360178173895	5.94051921400425	5.92654476199368	0.000242838058124332	0.0223393267865744	0.9353601353914	5.30543867018855	5.89353706515983	4.63459783608183	4.59036757560152	7.58416303465913	7.63501110233463
LOC100506128	3.17021156817425	6.2392384635082	5.91992170723548	0.000244798052591052	0.0223393267865744	0.927352191058437	5.38465638853911	6.32965010922592	4.23711095510715	4.77858764359494	8.29902754386547	8.40639814071658
THC2554230	-1.89567507733612	9.39696911201615	-5.91978135754979	0.000244839772993156	0.0223393267865744	0.927182422767885	9.89178488164629	9.79789433717885	9.97496618549058	10.4507978135304	8.18912240247535	8.07724905177546
PDGFRB	-2.75723569745615	7.69582240012169	-5.91656410427107	0.000245798261676444	0.0223393267865744	0.923289991550408	8.26635331013802	7.75342075202515	9.158304078489	9.28152572310947	5.85167127604641	5.86365926092211
HMCN1	1.78759755564205	8.92945973331594	5.91490346561799	0.000246294600106253	0.0223393267865744	0.921280239906504	8.044839558573	8.42792095438809	8.49053154731064	8.37108346546931	10.0519501357636	10.190432738391
LBH	2.38517835099689	9.8617316770268	5.90872534055398	0.000248150750855707	0.0223393267865744	0.913799658743403	9.25496505979512	9.78117142863448	8.60555799788444	8.62499442046397	11.368434328082	11.5352668273008
FOXA2	2.7113288597266	13.3744892685914	5.90869869301271	0.000248158789745113	0.0223393267865744	0.913767381006226	12.6247650392178	13.391726671588	12.1028132053362	11.7635470119217	15.0860711098296	15.2780125736554
ADD2	-1.87335571534976	8.41745473545006	-5.90050763433081	0.000250643320725091	0.0223393267865744	0.903840620724002	9.42719146040811	8.74986715476849	8.98552851979155	9.00503942729844	7.18582442443153	7.15127742600225
FLJ40852	2.13490178209357	7.04509313755978	5.90049492751773	0.000250647195967499	0.0223393267865744	0.903825213469315	6.15266274596734	6.98574913955199	6.19098638332362	6.00443857193809	8.41732839228545	8.5193935922922
CRYM	3.89042600092685	12.8110641992838	5.89932859403047	0.000251003174906077	0.0223393267865744	0.902410908248608	12.1271475436368	12.8661493328483	10.4614796250955	10.602245627652	15.3243345874249	15.4850284790451
lincRNA:chr8:129029971-129031537_F	-2.87008659723263	8.32871223293895	-5.89909610799801	0.000251074198219437	0.0223393267865744	0.90212896937084	10.3641745970423	9.33279756611086	8.63309535266938	8.81156354557671	6.50596561130879	6.3246767249256
SLC24A3	2.33650314429793	10.3934141893018	5.88846891504436	0.000254344234990434	0.02253637673853	0.889232544023193	8.86362177417224	10.1756284831479	9.70589595610355	9.71317301805303	12.0070400570049	11.8951258473294
REM2	2.2960150332013	10.9532991800163	5.88498782343621	0.000255425444712621	0.0225386568032781	0.885004433496521	9.73223689481125	10.9314042537215	10.1173890132918	9.97081318063869	12.3631584290828	12.6047933085515
ADAMTS10	2.65061330685251	11.278486439013	5.87563438082497	0.000258355447627264	0.0225841191351795	0.873634757551003	10.0264848663084	11.4104698192963	9.89607627835645	10.2467637162874	12.994242515196	13.0968814386333
ONECUT3	3.26258639810136	9.73618774650911	5.875137223894	0.000258512205038364	0.0225841191351795	0.873030063973076	8.05770588683811	9.98914213679253	7.92910445535571	8.61868330958159	11.8478965723321	11.9745941181546
GJA1	-2.39554439410699	13.2825825345253	-5.86782997164903	0.000260828225471689	0.0225841191351795	0.864137927881107	14.0087342592353	13.3243759365249	14.6863965987732	14.3048825357105	11.5937497728352	11.7773561040728
ZNF474	2.32445058467318	5.44557846007319	5.8670661154719	0.00026107162953777	0.0225841191351795	0.863207932339466	3.95431276824396	4.56283658975886	5.1951390790379	4.97075795702115	6.93406855005324	7.05635581632405
APPL2	1.94948063498484	10.2346560493484	5.86657363916161	0.000261228689069464	0.0225841191351795	0.862608295323794	9.2769486046885	10.0626290491076	9.56639367904882	9.43334535123555	11.5860390504892	11.4825805615207
lincRNA:chr9:37876125-37881925_F	-1.9661472066127	10.873677703282	-5.84951903991641	0.00026673168435385	0.0229668886600489	0.84182009426517	12.0382425886058	11.5107689659609	11.2572725329299	11.3099563344483	9.5536993445509	9.57212645319609
RGS6	1.76628125187735	5.28035876453855	5.8407693189937	0.00026960382988875	0.0231209645921461	0.831137820167326	4.46138432898147	4.70679904294365	4.94926849142947	4.64894152562981	6.39551633439779	6.5202428638491
LOC729987	1.73182365106281	5.59524027866407	5.83679762921529	0.000270918654346899	0.0231407877796947	0.826285081452424	4.99580227706499	4.89268902093699	5.01843347815103	5.16493813708619	6.91011661670955	6.58946214203566
LOC284669	1.95173534165402	6.65099072559876	5.83268137520388	0.000272288706229735	0.0231651515252182	0.821253190775949	5.4941661112389	6.06841111164867	6.29676660677105	6.1423052838644	7.97423976922188	7.93005547084767
BMP3	3.42701777863433	7.46506188868159	5.81885777714329	0.000276945220830365	0.0234678104984588	0.804335840915377	6.43301921716166	7.70422414080781	5.37177960003765	5.78186755854015	9.69283702367845	9.80664379186385
IFNE	3.20341611374576	7.71511943133409	5.8091621589396	0.000280262904984117	0.0234935892443644	0.792453046914954	6.08121462041144	7.92062331730902	6.7352038485186	5.85221445410295	9.70794586123063	9.9935144864319
ENST00000440451	2.37206226692451	7.98761327496717	5.80522856009625	0.000281621232420034	0.0234935892443644	0.787628026900544	6.89617959580464	8.05973492026951	6.83278683767993	6.99900205688191	9.63203912269639	9.50593711647063
KCNJ10	-1.92798126769181	5.36646147681711	-5.8022942225795	0.000282639166257864	0.0234935892443644	0.784027189519623	6.43032631826924	5.62110169277596	6.05755928745402	5.92750029902498	4.1664467538557	3.99583450952278
PDGFRA	2.92381118026742	11.5781031067142	5.79839164311006	0.000283999196185977	0.0234935892443644	0.779236161289599	10.1796749001983	11.8240116791334	10.3640696095578	10.0462413309441	13.5509318355673	13.5036892848844
ZNF503-AS2	-3.66947504003552	10.6280350474576	-5.79596061047316	0.000284849998193545	0.0234935892443644	0.776250519111995	11.8251330129647	10.3116174387562	12.4065136820944	12.8615094427291	8.35003492203198	8.01340178616916
AQP10	2.17501505200843	6.54214276243838	5.79243947850221	0.00028608723040495	0.0234935892443644	0.771924494291776	5.52666324576951	6.2901977586853	6.1355419989135	5.31614797704063	7.83464524811633	8.149660346105
TEKT2	2.39261387131676	11.507622250559	5.79186014380062	0.000286291352874119	0.0234935892443644	0.771212549569587	9.87758660689843	10.9557445151967	11.1901503400072	10.8168557117115	12.925753251906	13.2796430776344
