logFC	AveExpr	t	P.Value	adj.P.Val	B	BC_Hom_120_d25_1	BC_Hom_120_d25_2	BC_WT_d25_1	BC_WT_d25_2	BC_WT_d25_3
CALB1	2.69760944632429	10.4475722770935	6.69626640173581	6.15047617564631e-06	0.000943741543618193	4.1551050796468	8.77755360252464	8.88045961607315	11.3675255147164	12.0667271599192	11.1455954922339
lincRNA:chr6:22144105-22144213_R	-2.59305321637141	6.23781100449301	-6.62625640795561	6.95379305331336e-06	0.00105932782664684	4.03412637109103	7.84840424569459	7.73888162293712	4.87480012768142	5.10594102807995	5.62102799807197
THEM4	-2.51226630602125	7.02224240846349	-6.56681677692695	7.72172623843772e-06	0.0011679110935637	3.9308474409415	8.43711480849479	8.62208957565768	6.31100065692832	5.9839120369547	5.75709496428194
DNAJA4	2.59247099093341	9.91020098078328	6.46566554210932	9.2388011807179e-06	0.00138032776690089	3.75389944877576	8.20997926292731	8.49945750951917	11.3234623909494	10.4548967450038	11.0632089955167
HMGCS2	2.41799573128173	8.86120370433225	6.46070353040804	9.32079174677245e-06	0.00138032776690089	3.74518056854523	7.42044414183168	7.40036838929474	9.94170978153851	9.90623388494708	9.63726232404924
TDO2	2.73927247911064	8.02932469481553	6.4606491797269	9.32169401023976e-06	0.00138032776690089	3.74508504756266	6.38871374990986	6.38280866478844	9.29005141938629	9.65517123812124	8.42987840187183
LOC100128420	-2.51031969762652	4.85368740563592	-6.44807496369286	9.53290486115374e-06	0.00140159909753086	3.72297430522959	6.11254877252479	6.60720967589887	3.53722386582556	4.00572735696518	4.00572735696518
HLA-DQA2	-2.50110756127793	7.27534394026648	-6.44210039541784	9.63500445065565e-06	0.00140159909753086	3.7124603907994	8.69387571393717	8.8581412401293	6.63370492362113	5.94274816340461	6.24824966024018
FLJ45831	-2.41744032274198	7.80616960691009	-6.44042044310135	9.66391821674171e-06	0.00140159909753086	3.70950310559829	9.12790422823339	9.38536337287716	6.92545768229534	6.91118725552378	6.68093549562078
TRH	-2.42282576327524	7.38725533366165	-6.42507288097023	9.93229459326296e-06	0.00143072338783907	3.68246706029396	8.84361540510459	8.83828617814899	6.65559656559495	6.37152474610405	6.22725377335567
ZNF585B	2.52027616748852	6.61323985563124	6.36228043820954	1.1113948237364e-05	0.00159012063463637	3.57149385208117	5.00716620195263	5.19498210832362	8.10328577981563	7.34982255302442	7.41094263503988
TMEM35	2.40914069164795	8.91595878227321	6.22200057406065	1.43146691225714e-05	0.00203431623268758	3.32149974192124	7.64861995979385	7.29232877477503	9.83387959126584	10.1954061201165	9.60955946541486
RAG1	2.36353296546854	8.0708214085442	6.21244353537983	1.4565058809715e-05	0.00205610080197143	3.30436401673958	6.44386860415233	6.86153465437382	9.18407190944718	8.8524771435704	9.01215473117726
BF846222	-3.32415468811098	5.40711448702423	-6.16048070038522	1.60086304659805e-05	0.00224491887494793	3.21096361963019	8.58204406806844	6.2211705317132	3.86255466999521	4.19693936678478	4.17286379855954
SCHIP1	-3.77448347171665	8.6607427318318	-6.14392027295767	1.64993928396345e-05	0.00229851739065303	3.18111519347042	11.0070841415545	10.8437814881691	6.7860463450988	8.78982724574689	5.87697443858974
A_33_P3214570	-2.99616033880196	5.26596467931514	-6.13871038424886	1.66570051578384e-05	0.00230530773998188	3.17171674165419	6.1383791269327	7.98894263825994	4.21439203396556	3.73875722317585	4.24935237424166
GAST	-2.33578325269184	11.1843897495553	-6.13003798258441	1.69228530863291e-05	0.00232689229937025	3.15606336901488	12.5915444758958	12.5801749264449	10.0442599268889	10.1445221171804	10.5614473013663
LINC00113	2.51871772467635	6.41239088825428	6.11899234692579	1.72678614839947e-05	0.0023590126898296	3.1361107164786	4.61423086482337	5.18808964207357	7.84372967967212	6.92004302557343	7.49586122912889
DKFZp686K1684	-2.48383263576661	7.80109936964158	-6.11456998584134	1.74080385605965e-05	0.00236291805461942	3.12811731603996	9.35419204832301	9.22860585388009	7.32491078523194	6.31589141146241	6.78189674931046
SOX6	-2.48609965574174	8.20314131497877	-6.10586666593408	1.76873812020577e-05	0.00238554329269791	3.11237788655767	9.75514987916273	9.63445233768489	7.12273812917612	7.75858278650493	6.74478344236516
LOC100289200	-3.0493943847799	5.29986205973487	-6.09008150420943	1.82059928005329e-05	0.00243994871867902	3.08380360517776	7.70631635823292	6.5526810229727	3.97738937832553	3.28724463255812	4.97567890658507
LOC100130887	-2.46181993203524	8.19868651306903	-6.08523124751872	1.83685044308148e-05	0.00244624579448115	3.07501649239682	9.825187188591	9.52636975598934	7.24415881803287	7.67160973810146	6.72610706463047
OR51E1	-2.39763715852529	5.77202702038492	-6.06950708686488	1.89058145647632e-05	0.00248922102480452	3.04650614965925	7.233753768208	7.1874648627922	5.25503936065271	4.42224680730793	4.76163030296378
SLIT2	-2.34308498888138	6.1438881094221	-6.06801325057655	1.89577042018677e-05	0.00248922102480452	3.04379574970121	7.53881852086286	7.56065968463899	4.95802163316796	5.07596478328971	5.58597592515097
C11orf41	-2.27157366162538	5.6412830834371	-6.06554221274863	1.90438633302636e-05	0.00248922102480452	3.03931162451659	7.01670888461992	6.99174567620475	4.8959081738055	4.55430333106183	4.74774935149352
IGSF21	-2.69308277307124	11.1981210746441	-6.05497820118525	1.9416825199285e-05	0.00252240045150221	3.02013154291796	12.8446306166773	12.7833108602963	10.661285720397	9.26492607569209	10.4364521001576
SYK	-2.32044412870759	6.06083072545726	-6.04930067834874	1.962040220705e-05	0.0025333049800871	3.00981680211719	7.4122319171449	7.49396248821872	4.8569652080858	5.08433137964951	5.45666263418736
ENST00000396843	-2.88166354538057	6.00469816471727	-6.02285209141042	2.05984502289521e-05	0.00264346777938219	2.96170515307277	8.08495483755035	7.38243774634087	3.93423039370938	5.00083984791376	5.62102799807197
RGS5	2.33140197093253	9.90346825817484	5.9969841307511	2.16041676550572e-05	0.00275583283190263	2.91455318901386	8.39102197904918	8.61823217218147	11.1217130547531	10.4560186983492	10.9303553865413
FBXO15	-2.34283193996024	7.23493988471737	-5.984051870914	2.21259806959681e-05	0.00280549485770734	2.89094463670606	8.64408439159331	8.63719370579372	6.69318660249428	6.28177886467589	5.91845585902967
lincRNA:chr5:126370776-126381926_R	2.43711395343639	7.03407826179421	5.97811428728918	2.23699349693856e-05	0.00281954388676632	2.8800972902218	5.2949774117122	5.84864236775254	8.40118759612816	7.53364864406067	8.09193528931746
A_33_P3406090	-2.5188674272648	8.00864674711088	-5.9592713433981	2.31628171152129e-05	0.00290220504387357	2.84564006292339	9.41981136705115	9.62012303988837	7.37034388604114	6.29381432582345	7.33914111675028
HGD	2.53858328795638	9.96627623874285	5.95424019832957	2.33794242838329e-05	0.00291036541989859	2.83643132485936	8.482020652202	8.40423187973604	10.6496863914161	11.7222989893162	10.5731432810438
ODZ1	2.4100781759613	9.55006721476913	5.95139540776182	2.35028329068552e-05	0.00291036541989859	2.83122278622391	7.77432155008359	8.43371906830111	10.7103420430713	10.0813953047733	10.7505581076164
PRDM5	-2.23824990076873	6.19680116902975	-5.94398294594657	2.38275816581645e-05	0.00293342466053275	2.8176458987905	7.66276355598071	7.41673866300126	5.43707057721949	5.11176227867386	5.35567077027343
NOS2	4.78780978250768	9.15303374946475	5.93437120939038	2.42556441657089e-05	0.00296886280467565	2.8000291817793	6.21525015739189	6.3454456025284	9.93944056622774	13.5826233208802	9.6824091002955
lincRNA:chr8:16368860-16425111_R	2.41614541675046	5.69921369565863	5.92415739810541	2.47192917066804e-05	0.00300822414878711	2.78129465624706	4.53976284792	3.95929004329671	7.06475112705683	6.20615739538916	6.72610706463047
TPM2	2.30162117660461	10.864364560674	5.91966482393416	2.49261368870612e-05	0.0030090477680323	2.77304955827251	9.48667317155107	9.48011053787133	11.5959694169882	12.2018562414907	11.5572134354686
LOC285141	-2.22517606251182	9.50327877986988	-5.91784863228238	2.50102671628658e-05	0.0030090477680323	2.76971554343512	10.8762365948975	10.8005322398564	8.58878445705756	8.82060884878794	8.43023175874995
lincRNA:chr3:165198855-165244262_R	2.28515894383362	6.01358286555003	5.87915300147178	2.68746421320247e-05	0.00321508783698092	2.69857092109827	4.62404185899433	4.66093313950539	7.23602053936717	6.53226972310827	7.01464906677497
ZSCAN1	2.2403358672306	8.20268309493623	5.85542357000439	2.8088860522017e-05	0.00334146978400961	2.65483867999657	6.86951256378282	6.84745058541291	8.86450590178472	9.0036722159606	9.42827420774008
lincRNA:chr3:156503913-156504373_R	-2.17024075214318	7.03718266952637	-5.82562820115453	2.96946577571879e-05	0.00351276188831539	2.59981564706283	8.3445371392586	8.33411710236595	6.08842613040246	6.10480220098452	6.31403077462032
MAGEA8	2.23295895413295	11.3932461551184	5.8146570620383	3.03097071184052e-05	0.00356560026795683	2.57952407783452	10.0312345724139	10.0757069928632	12.5939727168581	11.9745941181546	12.2907223753019
POTEM	2.21262040806502	11.3571340307902	5.80775051700535	3.07036659787251e-05	0.00359198965248345	2.56674154827568	10.0838180834841	9.97530548841833	12.5256054376512	11.9926155686944	12.2083255757032
ASCL2	-2.7519761340307	13.2183944880275	-5.79445923890626	3.14768557205653e-05	0.00366221109825808	2.54212359576299	14.8433725925537	14.8957877443382	12.4067873782379	11.1030833475837	12.8429413774241
ENST00000342995	2.77172456625586	6.85469625235804	5.77885100108305	3.24107085612153e-05	0.00373202273498751	2.51318290576407	4.93414875466881	5.44917427054023	8.64123205779318	6.95301022329234	8.29591595549563
REC8	-2.19464684190764	11.2100069001573	-5.77854366441161	3.2429382915594e-05	0.00373202273498751	2.512612705325	12.5523390687277	12.501250941876	10.6029894863598	10.0928053492077	10.3006496546152
STEAP1	-2.29047541171459	6.0213110634235	-5.77164056499864	3.2851784972096e-05	0.00375290134389435	2.49980196980323	7.39796941196794	7.39322320893656	5.00246428080983	5.58229824719025	4.73060016821292
CLSTN2	-2.18742276153579	6.47749761132532	-5.76980159486158	3.29652727255891e-05	0.00375290134389435	2.49638810682014	7.58160995851826	7.99829257797534	5.74605524173608	5.58418053655073	5.47734974184621
PPARG	-2.16769124450237	5.03312992915157	-5.7536032415218	3.39826728021366e-05	0.00383093898709156	2.46629731182963	6.39875921949897	6.26873013220703	4.30705695852097	3.93423724293967	4.25686609259124
PLCB2	2.25286058188722	9.97850713461027	5.75313461981212	3.40125869928318e-05	0.00383093898709156	2.46542623990369	8.32257719104343	8.93100437991246	11.0175616991468	10.6009445141208	11.0204478888278
COLEC11	2.72254501322068	10.2398148109449	5.74235587374324	3.47082400487681e-05	0.00388848720651855	2.44538240070654	8.69088832249076	8.52168728353433	10.8081387783316	12.365393122679	10.8129665476891
MEP1A	2.25026752982702	8.27137333526083	5.73731137486501	3.50388663397132e-05	0.00388848720651855	2.43599630297625	7.29182009603203	6.55060553869722	9.32586924039646	9.08237432827845	9.10619747290002
FGF7	-2.1689593009707	6.51443124352046	-5.7367717104093	3.50744300564365e-05	0.00388848720651855	2.43499196354351	7.93871017614874	7.69290347205702	5.83758942969692	5.44170988412023	5.66124325557941
A_33_P3278684	2.41030469162905	7.89784318604716	5.72785961941484	3.56671831160352e-05	0.00390506897314414	2.41840037736381	6.29611106624058	6.60720967589887	9.15215097365776	8.18448074824736	9.24926346619121
UNC93A	2.79951336198188	6.69703810222236	5.72435195729909	3.59033243989471e-05	0.00390506897314414	2.41186719129262	5.04715778979936	4.9875023802671	7.67539549900691	8.85216962424514	6.92296521779327
MAGEA9	2.12205441895325	6.09482545957015	5.72276792466555	3.60104952211609e-05	0.00390506897314414	2.40891630219872	4.78561009911335	4.85757551728305	6.89893461763702	7.00031061596723	6.9316964478501
ENST00000547786	3.09246597120592	4.35676384397082	5.72234466383095	3.60391879318392e-05	0.00390506897314414	2.40812775270412	2.8856676270737	2.11690089542084	6.40978291254626	4.29730970609656	6.07415807871674
SLC28A2	4.06333752676017	7.9676342999676	5.72077072613397	3.61460929745574e-05	0.00390506897314414	2.40519523696407	5.47194875627099	5.58731481155201	8.623988245309	11.7200230136931	8.43489667301288
NRXN1	-2.46613349480177	7.09025461668819	-5.71520246840614	3.65269494952818e-05	0.00392618353077458	2.39481789087558	8.61929053114987	8.52057889598862	6.56071883771177	5.33100199586551	6.41968282272516
Q2I700	2.12132507072184	6.62186040491308	5.71135067085657	3.67928388462532e-05	0.00393478970994653	2.38763695820862	5.32027768170212	5.37785304325783	7.41195905493595	7.56890804323062	7.43030420143886
lincRNA:chr4:79623626-79634676_R	-2.87321627254822	5.86465645938975	-5.69865609142917	3.76834520141004e-05	0.00400978440401294	2.36395598748296	6.90270747431197	8.27446497152538	3.93423039370938	5.50299852327222	4.70888093412979
LOC283484	-2.29873407200476	4.71503696057275	-5.67656890489343	3.92867306308873e-05	0.00415948260554519	2.32270120050355	6.04069812541296	6.14785668213825	4.27951149436526	3.28724463255812	3.81987386838915
CUZD1	-2.69135200259329	5.26003776420035	-5.6720497534826	3.96234007407989e-05	0.00417326319435245	2.31425206532204	7.74525935957456	6.00443857193809	4.45948582878553	4.00572735696518	4.08527770373839
FLJ43390	-2.58723026077506	6.81778062094778	-5.66954806425912	3.98110585718628e-05	0.00417326319435245	2.3095736403324	8.33182329496692	8.40841425985871	6.47049295926007	4.88807146403348	5.99010112661971
DENND2D	-2.51970836462706	6.10419286752348	-5.6644272648965	4.01980629552632e-05	0.00419307380826452	2.29999454690512	7.54628036479996	7.68575540779948	4.70888093412979	5.95794918643418	4.62209844445401
SCN10A	-2.13906253288922	5.62569152972524	-5.63113652561748	4.28110363009191e-05	0.00444374359643118	2.23763334160986	6.71938769221446	7.09887040670309	4.92946482556232	4.58123062256529	4.79950410158104
DCLK2	-2.24558817393551	6.596247957114	-5.62045120743182	4.36865770987179e-05	0.00451250375641634	2.21758551074371	8.02879011371266	7.85841160923796	6.10467904249728	5.21572834204389	5.77363067807821
POM121L2	-2.23187269822102	5.3214641715679	-5.61628927864484	4.40326059316308e-05	0.00452616713884603	2.2097727197023	6.90270747431197	6.41846810668905	4.12420582329168	4.83608973672203	4.32584971682476
FAM19A5	-2.26664219809198	6.27708035809392	-5.6111084064692	4.44673257951136e-05	0.00454877112904121	2.20004390458447	7.7036617850164	7.57046956888181	5.75719139392507	4.82295577211294	5.53112327053337
ARAP3	2.88161460339488	8.56665806289598	5.59026560555118	4.62616757914715e-05	0.00470957204271351	2.16086814631921	7.01651849711556	6.65886010460254	9.16355055156663	10.9608622778285	9.03349888336664
ENC1	2.11373545193121	8.31464438068413	5.5855594741593	4.66771137357593e-05	0.0047291286284914	2.15201452181442	7.23225777718189	6.86054844186892	9.31468363467011	9.14941864854999	9.01631340114974
ZNF501	2.09895421774824	5.94329213681719	5.56877915881307	4.81901588152748e-05	0.0048419568260942	2.12042167588084	4.82947165545648	4.53836755688001	6.89154720401672	6.85598128797179	6.60109297976095
JAM3	-2.63479791512372	5.89197701575751	-5.56814779210154	4.82480703804428e-05	0.0048419568260942	2.1192322471564	7.40092323818312	7.54478829148037	5.81628181929569	4.06256192896023	4.63532980086815
C7orf29	2.07290929089208	9.84299295665855	5.56464799208566	4.85703971912009e-05	0.00485131207794188	2.11263802660217	8.56809478898363	8.63039997526296	10.5389084967468	10.70095895179	10.7766025705093
NIPA1	-2.4765287454317	9.60529565822088	-5.51130751383844	5.37688488498795e-05	0.00534533039622629	2.0119341137337	11.0095864627457	11.1728393482141	9.18013470336559	7.73648138073309	8.92743639604592
LOC644366	-2.21363558507178	7.09110482650749	-5.50318030876189	5.46101347095874e-05	0.00540359627325006	1.99655737318594	8.43403567884363	8.40453667625749	6.60469709563976	5.67509683106068	6.33715785073591
HGC6.3	2.11832194423278	6.4224602092163	5.49936406673853	5.50098651991744e-05	0.00541486679317817	1.9893340128663	5.24761796320408	5.05531612214918	7.37034388604114	7.51605785689382	6.92296521779327
GC	-2.13718735077235	12.9036010946244	-5.4972228018212	5.52354770874373e-05	0.00541486679317817	1.98528020105903	14.1853128567944	14.1865141533812	12.4118216158201	11.6894592510648	12.0448975960614
ISL1	-2.37138701096833	12.9882231111729	-5.49253499938188	5.57327540039843e-05	0.00543843809232428	1.97640321930335	14.4355951297113	14.3865155057966	12.475166074078	11.2611857624411	12.3826530838376
lincRNA:chr7:22610674-22610775_F	2.12975097537175	9.13584528273827	5.459995950097	5.93147554406168e-05	0.00576142177272963	1.91470688189199	7.93961000873104	7.7763793862994	10.2304342364119	9.56818664432101	10.164616137928
SH2D4A	-2.05227152477018	4.92946156402906	-5.45152649953583	6.0285638721942e-05	0.00582898812756677	1.89862555244343	6.04069812541296	6.28095083236938	4.15562120762783	3.92068528049349	4.24935237424166
ASGR2	2.01040759687114	12.9058690295959	5.40888648057906	6.54296379298784e-05	0.00628364660355179	1.81752184671702	11.6490547526841	11.7501941902623	13.6402960808702	13.8065570148054	13.6832431093574
NDNF	-2.01094665386409	5.30822782521052	-5.4059995794131	6.5793926156069e-05	0.00628364660355179	1.81202232372355	6.56519610614175	6.46439552891619	4.4971513034072	4.40979260751334	4.60460358007409
lincRNA:chr5:27727218-28046018_R	-2.12122000796397	5.15132183065189	-5.40344719712813	6.61177506667635e-05	0.00628364660355179	1.80715916491073	6.72452443943607	6.12358323142448	4.08527770373839	4.23232159232103	4.59090218633949
EFCAB6	-2.0204289937092	5.81879944340522	-5.40299820654801	6.6174885128314e-05	0.00628364660355179	1.80630359822105	7.1437895117414	6.91832416752008	5.13764401467736	4.91856061650219	4.97567890658507
PLA2G12B	2.02383892224714	7.82862913873176	5.3916164724584	6.76404125225593e-05	0.00638699230691653	1.78460668839069	6.65898757833464	6.56966399243232	8.4284382022878	8.72032326625179	8.76573265435226
A_33_P3370692	-2.46019040618985	5.47314028478853	-5.38988330710659	6.78665062128085e-05	0.00638699230691653	1.78130131363196	7.75065237486663	6.14785668213825	4.63485709549347	4.36700643080117	4.46532884064313
VASH2	2.00239262726919	10.3542766463363	5.3814164167079	6.89823168736003e-05	0.00646327681326764	1.76514831886641	9.22886397421154	9.07681816573804	11.0587026171749	11.2105905350028	11.1964079395542
ANXA13	2.05706154930277	10.1163015498098	5.3717571606346	7.02784728401681e-05	0.00654739832220138	1.74670937999711	8.71363466310703	9.05049457734931	10.9040370499338	11.2004530397415	10.7128884189175
KCNMA1	-2.04113027865919	6.79446350933404	-5.37013540519022	7.04985510017434e-05	0.00654739832220138	1.74361238148029	8.04336098555695	7.99492236750216	6.26002387114768	5.74576908636473	5.92824123609868
TRDN	2.23947103156844	5.83634622847669	5.34539602033252	7.39455894768978e-05	0.00683754522783105	1.69632722587829	3.93001109692208	5.05531612214918	6.60469709563976	6.96207869861273	6.62962812905971
lincRNA:chr3:156478565-156479234_R	-1.99697669471346	5.24034242534026	-5.33913911249507	7.48447017400843e-05	0.0068905937362882	1.68435593305746	6.56027645063835	6.31678043369831	4.33991182061652	4.55244403235156	4.43229938939654
ITGB6	1.99560376058973	6.71634791677821	5.31595011344408	7.82767322790843e-05	0.00715447619263971	1.63994562539601	5.3405873093937	5.69738401145506	7.53592618027463	7.56351124540255	7.44433083736512
lincRNA:chr8:115307955-115308253_R	2.04294386119154	6.5113982004742	5.31522455874214	7.8386704920539e-05	0.00715447619263971	1.63855499367209	5.4671941400132	5.10406962750537	7.46859400113269	7.03244791980342	7.48468531391634
TF	2.57187882851151	11.1504549416723	5.30410750856757	8.0091839279576e-05	0.00727873260405589	1.61723930739208	9.62914009217916	9.58551519695158	11.7864996880178	13.2658291219832	11.4852906092297
FRG1B	2.02740721242543	11.3419564805744	5.29446309358999	8.1602152951523e-05	0.0073842973878141	1.59873473760219	10.0188594528513	10.232164853387	11.9526797868961	12.4702970540621	12.0357812556756
lincRNA:chr14:92223102-92223962_R	-2.04801907791603	4.52992604478881	-5.28506512065137	8.31022069011953e-05	0.00748803928141621	1.58069187861872	5.72745541916155	5.7900195639153	4.05227529825795	3.35859574115227	3.72128420145696
PCDHGB1	1.97100423380959	7.49526100629969	5.27013626777972	8.55439247400898e-05	0.00767539239987882	1.55200795148705	6.23280197118113	6.39251496084675	8.2398433829289	8.1708620146143	8.44028270192738
CNR1	-2.48819139873872	5.69010388119811	-5.266180108298	8.6203326885808e-05	0.00770192171648517	1.54440206709455	7.28696425374417	7.07907318713852	5.33321337730881	3.68120222064046	5.07006636715861
LEF1	2.08298184799694	6.74110216378677	5.26114342468866	8.70504355959769e-05	0.00774492846111265	1.53471603680546	5.73299971659332	5.24962639338388	7.65361385048145	7.8800023927264	7.18926846574877
ANKRD18A	-2.28034115602379	6.44844250479902	-5.25230250384772	8.85582320889917e-05	0.00784611114847029	1.51770654041638	7.49257475782933	8.14071963899726	5.44799441408071	6.18524480650275	4.97567890658507
DMRTA2	2.07544368674961	5.6052633728222	5.24811678395737	8.92814828820731e-05	0.00787723083344957	1.50965007286785	4.03194973924564	4.68804458229922	6.43464116985655	6.70317276269488	6.16850861001469
MAGEB16	2.47747468220842	5.38409470791421	5.24494530877288	8.98335441212219e-05	0.00789305102392894	1.50354434317383	3.93001109692208	3.86520870025622	6.99930413741827	5.35285904909404	6.77309055588043
A_33_P3331351	-2.3833687247435	4.36468657047145	-5.22960494639097	9.25540671832374e-05	0.00809848087853328	1.47399368469418	4.99115211877386	6.59826349186124	3.3133610780656	3.41822073512892	3.50243542852763
B4GALNT1	1.94281240554832	6.54038960423574	5.21979874716803	9.43376002794421e-05	0.0081978956171537	1.45508864017399	5.29312523830755	5.45627908350594	7.28778640710893	7.41135105047909	7.25340624177717
A2M	2.60620876854311	9.19019382585697	5.21908756668079	9.44683212088952e-05	0.0081978956171537	1.45371712441131	7.69622216838191	7.5567149610803	9.70337043388918	11.4060631181326	9.58859844780085
PPAPDC1A	2.38894703788467	7.59721452829706	5.21602756847125	9.50329122547126e-05	0.0081978956171537	1.44781519952932	5.85622250767575	6.47147010345676	9.23160878456196	7.73011144526503	8.69665980052578
PDGFRA	2.19972653939494	7.34037009165932	5.21491617108272	9.52388345605577e-05	0.0081978956171537	1.44567132758187	5.98785171423819	6.05321662180652	8.20967471869982	8.83999072006215	7.61111668348993
CD109	2.10438936696641	8.79403617887354	5.20214164262505	9.76390878116976e-05	0.00837047645511213	1.42101868105879	7.49897182009283	7.56383329729457	10.1267718430527	9.13651713434905	9.64408679957858
FGF18	-1.95909380052392	6.75239103745275	-5.19472216844395	9.9061753279559e-05	0.00845085490256614	1.40669132279895	8.13654478847286	7.71914984706135	6.03367929285629	5.96923196307615	5.90334929579711
UBQLNL	2.21572709451113	6.87744338048775	5.19287881646332	9.94185195937199e-05	0.00845085490256614	1.40313069392938	6.04069812541296	5.05531612214918	8.20967471869982	7.69920599555375	7.38232194062303
lincRNA:chr2:111965352-112252622_F	2.16707742525348	6.57867579046087	5.18893185937904	0.000100186890602589	0.00845085490256614	1.39550535556182	5.54939604080021	5.00746262981736	6.99930413741827	8.01991765603036	7.31729848823816
LOC100131366	-2.11129719390837	6.68469075533798	-5.18871288315761	0.000100229698740345	0.00845085490256614	1.39508224882388	7.5640192706115	8.3389188727545	5.53724250816963	5.77903616068276	6.20423696447148
ADAMTS5	-2.19658270748132	8.94804018344428	-5.18493868894949	0.000100970499297838	0.00845085490256614	1.38778883082029	10.2504948791966	10.2814847366696	8.55157452643213	7.36094724334994	8.29569953157319
B3GAT1	-2.3316576562588	9.27207843948842	-5.18067032480233	0.000101815111165916	0.00845085490256614	1.37953839845061	10.6202490137887	10.7218970526988	8.94954619018267	7.46405486798695	8.60464507278508
C20orf103	-2.61270273571882	7.83463901038373	-5.1783750077746	0.000102272314473487	0.00845085490256614	1.37510081791343	9.61427580887709	9.19024549475296	7.48000300943337	5.61578381835252	7.27288692050273
CHST8	-1.96976328628768	10.3314103597257	-5.17753170255615	0.000102440824058665	0.00845085490256614	1.37347028132691	11.6104031984038	11.4161334645928	9.82681923546953	9.36405816539944	9.439637734763
CNTN1	-1.97481428680879	5.34057636987657	-5.17630186845444	0.000102687083955481	0.00845085490256614	1.37109223592153	6.52626987713648	6.5246600067872	4.63176474658452	4.23869371936236	4.78149349951228
ENST00000409910	-2.36793637006446	4.85958043974172	-5.17386612990327	0.000103176617515149	0.00845085490256614	1.36638188249951	6.99814581837811	5.56253870518267	3.73585964103047	3.63685075540397	4.36450727871336
C5orf63	2.02462232884998	9.58049323374265	5.1731444460609	0.000103322123346912	0.00845085490256614	1.36498611793183	8.70215387633292	8.0292857965324	10.4083447403209	10.5705572635896	10.1921244919375
SHC4	2.25560154589589	9.65174315099178	5.17292788061548	0.000103365828560313	0.00845085490256614	1.36456725981793	8.29665351736847	8.30011092954003	10.9912313374787	9.74510535182037	10.9256146187513
PPIL6	-1.94933366039118	7.70054012007037	-5.16838913483047	0.000104286200115859	0.00849330879789738	1.35578760681155	8.80906565840513	8.93121497420502	7.15797478606132	6.84822016431445	6.75622501736593
WSCD1	-2.14192346133783	5.22547928356219	-5.16634065322429	0.000104704359863526	0.00849469279735691	1.35182426303053	6.54979661727302	6.47147010345676	4.77482828284521	4.61001721277902	3.72128420145696
GLS	-1.91583323782905	12.3522686692367	-5.15974733491908	0.000106062052677509	0.00857199986811551	1.33906430662209	13.4407562787381	13.5627809451302	11.6387893449959	11.5200686041998	11.5989481731196
ZNF595	2.05998456484209	7.87015817441778	5.13262662185198	0.000111840654405	0.00900466105333034	1.28652377828202	6.46892754712086	6.79940732390419	8.99670264402004	8.8986847021783	8.1870686548655
SLC27A6	2.00558622818791	7.38870844519016	5.12719055829396	0.000113037476801669	0.00906654761846721	1.27598214094733	6.32298829703618	6.04772511951865	8.10223758034423	8.58587083987045	7.88472038918131
CECR5-AS1	-1.93136121821306	9.58849201484726	-5.12065854930589	0.000114493083999495	0.00914864548562005	1.26331065450116	10.8609282154269	10.6336892761233	8.83969833347065	8.61768348309739	8.99046076611806
LOC100133957	-1.97952407104803	5.56066402315281	-5.117355262946	0.00011523654445386	0.00917343544665595	1.25690068541634	7.04391459633008	6.45284233523318	4.93098526028495	4.78467573757635	4.59090218633949
APOC2	2.83396398700449	9.42113145103762	5.11101364571289	0.000116677823285658	0.00922489881306566	1.24459131462009	7.63308509313879	7.80842102453106	9.89002811728355	12.0006796025582	9.77344341767654
USP9Y	-1.92998648975675	5.01818122015795	-5.11067929035759	0.000116754327362531	0.00922489881306566	1.24394218523287	6.28713377920166	6.06521244882235	4.39511924029579	4.02206816258544	4.32137246988453
SLC24A3	-2.39509188633206	8.80544732987041	-5.1060284814357	0.000117823864038304	0.00927479673238323	1.23491158831028	10.1472627064444	10.3377422168949	8.41204380117407	6.84348220051566	8.28670572432302
S100A6	1.914166074373	12.5067266311649	5.0831718945721	0.00012322893633564	0.00959866603259171	1.19049386108485	11.3483304005168	11.3681235725655	13.0651174249897	13.2685488928204	13.4835128649323
VAT1L	-2.05576038945829	4.76005451366764	-5.08304345367939	0.000123260021860687	0.00959866603259171	1.19024408824025	6.1383791269327	5.84864236775254	4.45948582878553	3.5338913764783	3.81987386838915
OR2T10	-2.27333133543209	4.34948334480874	-5.08288618662593	0.000123298094964106	0.00959866603259171	1.18993825595313	5.01922811352418	6.4077361786118	3.13293528723429	3.41822073512892	3.7692964095445
LOC100505585	1.9916372214576	7.50846757915896	5.07207318148878	0.000125945135112797	0.00976882137733871	1.16890371810122	6.25284903667162	6.37412145589719	8.54096129271903	7.85066610691634	8.52374000359064
PGAM2	1.88237302358567	11.1361358675665	5.06249142665124	0.000128339720381897	0.00991822474119226	1.15025311673796	10.0300814580069	9.98334264882337	11.7800596487696	11.9046191411678	11.982576441065
ENST00000399966	1.88508504148677	7.17587250276939	5.05421317471438	0.000130446327952286	0.010044367252326	1.13413129495557	6.08520438381656	6.00443857193809	8.08103573800369	7.8656552310067	7.8430285890819
TMEM190	-1.94356265503941	12.9459448143241	-5.03313529071883	0.000135972570480805	0.0104319535504748	1.09304713888392	13.96131813643	14.2628466782654	12.2021158602877	11.8549869206424	12.4484564759949
