logFC	AveExpr	t	P.Value	adj.P.Val	B	PP2_Het_82_d14_1	PP2_Het_82_d14_2	PP2_Het_374_d14_1	PP2_Het_374_d14_2	PP2_WT_d14_1	PP2_WT_d14_2
ISG20	-1.69368464379109	11.2455995103629	-12.7239171495891	6.56523564458029e-06	0.000725315332597021	4.66993370851779	11.7602818291187	11.6457336825458	11.9351499473734	11.899478774135	10.1427084766368	10.0902443523675
SLC1A3	-3.81433856988371	11.6889391838964	-12.7169317509071	6.58838646694955e-06	0.000725315332597021	4.66634762793647	12.719173893493	12.6464463792759	13.199292459382	13.2766287632798	8.70988497959388	9.58220862835405
lincRNA:chr11:2017517-2017651_F	2.19840916960061	7.55284148694772	12.7163451391596	6.59033485123609e-06	0.000725315332597021	4.66604637861225	6.6720956690862	6.85854607833791	6.62143571508285	7.12807625914978	8.97065005497994	9.06624514504966
FAR2	-3.42097984460055	7.76600122125256	-12.7064171853683	6.62341004916823e-06	0.000726501108322402	4.66094557564144	8.81760869125763	8.6562744878461	9.14220713462342	9.00922103075051	5.03652287108791	5.93417311194982
TMTC1	-1.61317437948732	8.65647351521593	-12.6814196200613	6.70753524750901e-06	0.000733259650194969	4.64808226527695	9.28367248376045	9.12922016973363	9.06402714495703	9.29987343506234	7.59765936056635	7.56438849721574
NRXN1	-2.00185485152288	6.04274223790263	-12.6531364860351	6.80419662073568e-06	0.000741338840514067	4.63349361806894	6.98564252662855	6.61449593254674	6.53827480324114	6.70169549122458	4.66023245954869	4.75611221422605
VGF	-4.11750461686224	10.1690143574698	-12.6168506160681	6.93055334942913e-06	0.000752588788214509	4.61472303171962	11.5292147370769	11.0047235680153	11.589777515513	12.0423477650905	7.03715955211456	7.81086300700877
lincRNA:chr14:101434059-101436282_F	1.6960751889491	6.00426944078239	12.5993982745175	6.99228245526334e-06	0.000754527820074604	4.60567325929742	5.39516374542269	5.61990285845075	5.29674901727742	5.44382855671321	7.17475538906955	7.09521707776069
FAM179A	-2.29854005791627	8.18690962078126	-12.5975857933373	6.99872922850605e-06	0.000754527820074604	4.60473260096877	8.63981199986759	8.95461902862373	9.25857848635191	8.95934904550349	6.63330873613209	6.67579042820874
A_33_P3333523	-2.19706087210312	13.3122969788618	-12.5912375224512	7.02136297591192e-06	0.000754527820074604	4.60143671218152	13.9684098932572	13.8648410179052	14.3333428706165	14.0120086298055	11.9970411140802	11.6981383475058
ADAMTSL3	-2.1603454714279	7.20683275831908	-12.5857332997108	7.04105526299781e-06	0.000754527820074604	4.59857751816974	7.78891911592967	7.86877992898009	8.23530913028652	7.81478348665055	5.64741158380752	5.8857933042601
ACTG2	-1.92377428186805	8.09782199143637	-12.5709095455069	7.09440502137549e-06	0.000757212144352254	4.59087023383951	8.85778655807997	8.46495039710605	8.7912725766898	8.8423108096937	6.78089487046238	6.84971673658629
FAM101A	-1.95864608646869	8.46345460658807	-12.5624052233194	7.12522041915659e-06	0.000757212144352254	4.58644397364546	9.19803475298124	9.19456098039459	9.06826221254729	9.00448859572076	6.95123160481337	7.36414949307118
ADRA1D	-1.86513650496371	5.99043614784054	-12.5594853309567	7.13583596758885e-06	0.000757212144352254	4.58492347330306	6.53011567418068	6.50735664202558	6.69807254636488	6.71304840207595	4.57728103147659	4.91674259091954
AXL	-1.40810225177533	11.5055119731984	-12.5407462105843	7.20439647337926e-06	0.000758005037535752	4.57515580598379	11.9714616141781	12.0327065612924	11.9712518066432	11.9240975797135	10.6073374504147	10.5262168269483
C4orf49	-1.82824696610993	8.55212325286565	-12.5357414625369	7.2228346728739e-06	0.000758005037535752	4.57254432693083	9.3770786087834	9.10834919124018	9.08098854798572	9.0797392849332	7.22492243210854	7.44166145214285
lincRNA:chr1:33869120-33896238_R	1.99701255324089	6.15154111816367	12.5331058673112	7.23256629423189e-06	0.000758005037535752	4.57116860079879	5.74807056979293	5.34768140313874	5.32176377902042	5.52596531638141	7.42790316556715	7.53786247508139
lincRNA:chr6:114746775-114792869_F	1.69145821841767	5.92299397085119	12.5244955905304	7.26446351139794e-06	0.000758005037535752	4.56667194456991	5.47193347696411	5.19161967426562	5.29674901727742	5.47639609034071	7.03213329964998	7.0691322666093
EPAS1	-4.23604104287667	13.0266260068279	-12.5207901047064	7.27824022852179e-06	0.000758005037535752	4.56473571019815	14.0689606499274	13.9455797068155	14.6009024619112	15.1391159324931	10.1175581345145	10.2876391553058
NRCAM	1.86718640510626	8.7907007041893	12.5195341172077	7.28291668197471e-06	0.000758005037535752	4.56407927045004	8.39513103686764	8.01364596956262	8.04118932124586	8.22325461560606	10.0319615645941	10.0390217172596
KCNJ2	-3.64040938978541	9.04446814280212	-12.5126681791346	7.30854171091622e-06	0.000758249564702286	4.56048948984269	10.2284238157486	9.7927165738672	10.1161952276222	10.8944161403511	6.56910575858423	6.66595134063947
C19orf33	-2.143044957596	11.8133036318838	-12.473514179352	7.45666017757134e-06	0.000769781309687431	4.53997584350106	12.4946263508463	12.4351644333005	12.4587963149832	12.7220207051998	10.1534908450124	10.6157231419605
LOC100128893	1.95259245746267	10.2063342676153	12.4678634281516	7.47831934461885e-06	0.000769781309687431	4.53700931789867	9.54906592181849	9.63406536425971	9.47284656160749	9.56590261282535	11.28262973495	11.7334954102308
DPP4	-3.53881386935911	8.86760093974634	-12.4646725905889	7.4905815505085e-06	0.000769781309687431	4.53533352836184	9.78759109195104	9.69406375278002	10.2915887713225	10.4155786354106	6.17382736032435	6.8429560266895
ANG	-1.99063584254424	10.1927646470173	-12.4450956194084	7.56632057377354e-06	0.000772422796075526	4.52504138892579	11.0283047529295	10.9725950026709	10.738101126223	10.6862388296381	8.72753524364624	9.00381292699602
LY75	-2.87100982163417	7.40272857276042	-12.4445880591876	7.56829584202613e-06	0.000772422796075526	4.52477430936427	8.34616863861459	8.24780758691935	8.50776356365151	8.33718759736845	5.08018871538328	5.89725533462532
GALNT14	-2.49252341960412	9.21584678772425	-12.4396824708784	7.58741734181074e-06	0.000772422796075526	4.52219234567772	10.3472702786828	9.65029191302946	10.0719338355539	10.117255683103	7.55013452541172	7.55819449056463
ANXA3	-1.4900062697915	13.9623482620214	-12.400010298941	7.74410444178577e-06	0.000785918038629455	4.50126961724278	14.4749139730989	14.5049920256243	14.4259027432633	14.4302593324875	12.8661329150429	13.0718885826112
HPCAL1	1.34465715475826	10.119539419015	12.3850326420808	7.80422028622802e-06	0.000789559267902019	4.4933510377872	9.67575842119946	9.636210024182	9.67918901080616	9.69412401352793	11.0074512177831	11.0245038265912
NTN4	-2.38848404323539	8.72909149054434	-12.3729609456512	7.85306149657961e-06	0.000792040818495585	4.48696101463319	9.52349176891419	9.33911609996801	9.62101326271013	9.61739022156556	6.84072058539537	7.43281700471278
SYT6	-1.54938004604913	5.6385617266392	-12.3647683013894	7.88640768613648e-06	0.000792949083923667	4.48262035212625	6.05141376801491	6.10421857174998	6.15914561831963	6.30530900987113	4.58664656173707	4.62463683014249
FAM5C	-2.56906525104776	7.28489587916608	-12.3545236585839	7.92833438249025e-06	0.000794711843625799	4.47718796328046	7.78882425459781	8.31361094527152	8.39227785119305	8.07029080033229	5.40106695871303	5.74330446488878
SHF	1.52503209494285	10.5862621316622	12.3016655845645	8.14875546770134e-06	0.000811496234584689	4.44907890193366	9.93826806461298	10.1160293212246	10.1108280465822	10.1465469676387	11.6618679047272	11.5440324851877
SLFN13	1.49476661467809	7.2031228729834	12.2929515565936	8.18576308490376e-06	0.000811496234584689	4.4444319808368	6.59089306275514	6.76845489679276	6.73481723524941	6.72530414423217	8.12829311462466	8.27097478424627
UGT2B10	-1.80043015669704	11.8978919393031	-12.2906909971652	8.19539486349165e-06	0.000811496234584689	4.44322589436309	12.5389789343281	12.2947127649913	12.6361619107649	12.5222876893908	10.8092720975008	10.5859382388427
PTPRU	1.40823099413296	12.9317039107187	12.2906846420494	8.19542195961453e-06	0.000811496234584689	4.44322250334079	12.4329486469363	12.4081687471473	12.5504836064181	12.4575733168625	13.8369236042797	13.9041255426683
KCNK5	-1.47484874082715	10.9288857890132	-12.2623998423777	8.31704148892264e-06	0.000817569786461638	4.42811063971868	11.4289204140229	11.4902030446783	11.3808238277638	11.3820608573572	10.0397696055336	9.85153698472316
ELMOD1	-4.05580399802319	9.30200347754736	-12.2620809338704	8.31842446807744e-06	0.000817569786461638	4.42794003347593	10.2811133630929	10.3582203547003	10.6036684796482	11.3727503767789	6.35240445318809	6.84386383787572
CGB	-2.18367588575607	7.24715552095646	-12.2547079477762	8.35047168812515e-06	0.000817569786461638	4.4239943341617	7.87350719722794	7.78102209498971	7.92430373821527	8.32135690106768	5.72688332862988	5.85585986560829
FAM46B	-1.72244731860554	9.97121200458556	-12.2531765334888	8.35714580506878e-06	0.000817569786461638	4.42317445669139	10.5068484972236	10.380090813654	10.7523663821644	10.5421387501077	8.8444168652832	8.80141071908054
ASPH	-1.8488708541076	11.3805104075389	-12.2410502610706	8.41020994091025e-06	0.00082029763247016	4.41667834977302	11.8974277827465	11.9312295970977	12.1970199711545	11.9615254179671	10.2964353155944	9.99942436067333
ETV1	1.95487205467723	7.36900765664435	12.2274621508627	8.47012984462339e-06	0.000820720501985952	4.40939061362989	6.87091979825913	6.42753167754966	6.77596839041841	6.79511468744724	8.61358642391786	8.73092496227382
GREM2	2.25531135878174	8.25389565850242	12.2241806013885	8.48467375997302e-06	0.000820720501985952	4.40762926331363	7.19557343935837	7.55924663559732	7.48569203049135	7.76798871685366	9.63325944497607	9.88161368373776
LOC439949	1.45285778897767	9.66802566612351	12.2229522458614	8.49012521623433e-06	0.000820720501985952	4.4069698161914	9.22733422207695	9.22817641470124	9.1569879715693	9.12246033750965	10.5518540562787	10.7213409946052
SCRG1	-3.77676111030879	7.00582243716223	-12.205136110443	8.56964596917807e-06	0.000823551570768852	4.39739686469112	7.95867128388717	7.87137668307883	8.26723354041189	8.96168972168276	4.41247301703936	4.56349037687338
EHD2	-2.43681895156032	8.70056563037793	-12.2050634235026	8.56997214263563e-06	0.000823551570768852	4.39735777678879	9.33455642013037	9.21081242748533	9.77053249095276	9.73545311835701	6.9997372980168	7.15230202732529
SLC15A1	-1.7851122581045	7.48559540236876	-12.194674919356	8.61673573825136e-06	0.000825610000426514	4.39176862483497	8.24723879550866	7.94009527457338	7.93327193031789	8.2019252865478	6.25416424393249	6.33687688333237
BC025320	1.6960754439037	14.4700592599605	12.1679330673649	8.73846327751645e-06	0.000834817941911007	4.37735679066343	13.8455288076083	13.7196476917852	14.047469710481	14.0061569047626	15.5759799898586	15.6255724552673
XLOC_002142	2.05205461455708	9.90259718845262	12.1523069383153	8.81050333280314e-06	0.000837033853341176	4.36891920507387	8.97146775590187	9.41238601433108	9.39879682257313	9.09166534159496	11.3086791256963	11.2325880706184
HLA-DRB1	-2.071418946088	11.9945269620768	-12.1517580053003	8.81304637308602e-06	0.000837033853341176	4.36862258083226	12.6253378313158	12.5991894708289	12.7598202663408	12.7556522079389	10.87184853551	10.3553134605262
SEPP1	-1.99355084843835	13.824914928272	-12.1329418639821	8.90072596942126e-06	0.000841166700380121	4.3584460005488	14.5774012384566	14.3588688556046	14.7393932119713	14.2820642049735	12.4392835995882	12.5524784590381
OSR2	-2.95457590553812	8.70008404913823	-12.1275751473899	8.9259165456666e-06	0.000841166700380121	4.355540241757	9.48569437812369	9.62032604291817	9.96957782866522	9.66417248756333	7.11629659281636	6.3444369647426
ARHGAP22	-1.65052674835119	9.33967537652135	-12.1129955321715	8.99476411803717e-06	0.000841166700380121	4.34763904573308	9.87579034281162	9.94151782840754	9.77613762718314	9.96595803881801	8.09715221542212	8.38149620648566
C3orf70	2.2930019947743	7.43769464849833	12.1084294035266	9.0164510480075e-06	0.000841166700380121	4.34516233672258	6.41291604286372	6.71555632431768	6.55911616887056	7.00585406490896	8.86157685651865	9.0711484335104
P2RY6	-3.41777097767846	7.83915209918141	-12.105974688581	9.02813450406165e-06	0.000841166700380121	4.3438304498663	8.65455182667607	8.60194289940982	9.12465590171939	9.53248573915829	5.44138490867337	5.6798913194515
ARHGDIB	-2.98824968967689	9.63991180117949	-12.1027420098318	9.04354720119471e-06	0.000841166700380121	4.34207599670413	10.3831130247335	10.3130245957632	10.7325638209511	11.1152786828394	7.52492860692209	7.77056207586769
KIAA0319	-3.08098230145238	8.50446813737447	-12.0993244122875	9.05987431022459e-06	0.000841166700380121	4.34022061933399	9.53530648277596	9.30048445757845	9.74023533931134	9.54982267176863	6.01773980190897	6.88322007090346
lincRNA:chrX:113041085-113233760_R	-2.05727892035372	7.91418448992531	-12.0986442488234	9.06312772303842e-06	0.000841166700380121	4.33985129659839	8.56527517026409	8.34713054492067	8.89635645707244	8.59101434791567	6.55988095273211	6.5254494666469
AFAP1L2	-2.75783381016648	8.46593732047186	-12.0906106295915	9.1016561276023e-06	0.000842342760423012	4.33548737294553	9.200611617358	9.21567360883872	9.24942861682004	9.8751471857593	6.49127902123213	6.76348387282295
HEPACAM2	-2.71710249747103	8.41697833111978	-12.063047798073	9.23527681800962e-06	0.000850309089648042	4.32049060989165	9.46841112422245	9.65507529353398	9.14220713462342	9.02502310206066	6.38879990875016	6.82235342352803
C14orf105	1.90453502214987	7.02638300231445	12.0620948247433	9.23993669568735e-06	0.000850309089648042	4.31997142558207	6.25186949719974	6.23233351291645	6.6109575603387	6.47099140926977	8.19845336341464	8.39369267074742
lincRNA:chr7:130781997-130782621_R	-2.01334450615438	9.98455534383098	-12.0529428007306	9.28482582881479e-06	0.000852033157817745	4.3149830505874	10.5724117007418	10.4185857453897	10.9382438424044	10.6934394283272	8.63054633261048	8.6541050135123
SPIB	2.70169979637542	9.43248311365823	12.0444723872316	9.32659430936409e-06	0.000852528802206745	4.31036246111713	8.09462055928286	8.49982461689244	8.62402481786827	8.90919606542212	11.2269470921965	11.2402855302871
PTRF	-1.81383413150953	14.6707189737148	-12.0377038553527	9.36012526151045e-06	0.000852528802206745	4.30666766280269	15.194815692382	15.065406089746	15.3772375070018	15.4638621144087	13.428521830319	13.4944706084312
HAVCR1	-2.73138556589068	7.74693906733628	-12.0358728827797	9.36921949947269e-06	0.000852528802206745	4.30566777931534	8.89722991092255	8.2874656577556	8.64863680944349	8.79627131241108	5.66150138922922	6.19052932425578
lincRNA:chr11:2016408-2017024_F	1.46764453985552	7.73883866639918	12.0307123809284	9.39490560801245e-06	0.000852528802206745	4.30284875513785	7.20198713791814	7.36307212812015	7.20275870206294	7.23067731102147	8.79370952822031	8.64082719105208
lincRNA:chr7:130789419-130789825_R	-1.79287404832488	9.38948047220299	-11.9925552541651	9.58735168410192e-06	0.00086631832068575	4.28196318171299	9.83763060484486	9.85004294306303	10.1548281629008	10.1059189091031	8.27214193608481	8.11632027722132
DPY19L2P3	-1.832644894161	9.28159309820894	-11.9900678822478	9.60005260667207e-06	0.00086631832068575	4.28059915726005	9.81845506846116	10.0138396957975	9.7929353607386	9.9446687933865	7.87056781983154	8.24909185103834
lincRNA:chr7:130614967-130616965_R	-1.48936312961347	10.5322970083334	-11.9685825203136	9.71056553256631e-06	0.000873870423630974	4.26880402263902	11.1350850697133	10.9056938229867	10.9738465383223	11.1003801084625	9.53137257905582	9.54740393145967
FLJ26086	-1.55930178532367	11.4277074074691	-11.9581670728947	9.76466235126756e-06	0.000874836220292878	4.26307770439265	11.8951569706114	11.9945860683973	12.0171896060835	11.8829660318823	10.2574266728919	10.518919094948
ITGAL	2.64097568988967	6.02902059470988	11.9561830145543	9.77500642129747e-06	0.000874836220292878	4.26198626446239	4.94828433727429	4.89084695172697	5.23439161573162	5.52125855425376	7.59361059181551	7.98573151745715
TOX2	1.80070694469742	10.5611475430065	11.9458492239666	9.82908576417438e-06	0.000875148151739401	4.25629837183478	9.88759448623862	9.96708456864099	10.0692925923213	9.91967593189533	11.5616765871556	11.9615610917873
TFAP2A	-3.82027160303136	6.8429899077469	-11.945252355477	9.83221977274214e-06	0.000875148151739401	4.25596967994489	8.2542341668997	7.52462724611384	7.9717194743417	8.71507421434085	4.13055489096073	4.4617294538246
ANKRD20A2	-2.52925743785947	8.64255495955681	-11.9397662639719	9.86107950654127e-06	0.000875325305407615	4.25294767562358	9.21555346579235	9.31168300967757	9.86466877052317	9.55065784271342	6.8082504894267	7.10451617920762
BAG2	-2.0658925113504	9.9769473791311	-11.9196879565985	9.96753178689145e-06	0.000882370334297725	4.24187453493114	10.6116546345988	10.3888061855306	10.8086337763751	10.8532182684872	8.48046889341218	8.71890251638283
AK129565	1.82741667731446	10.4040557721989	11.9124148113266	1.00064169803853e-05	0.000883412048699223	4.23785835104599	9.80613946204462	9.64154683189012	10.0557676966369	9.67621352847137	11.632601284198	11.6120658299525
HTRA1	-4.10331427672245	11.5698023365178	-11.8876448788507	1.01401555217669e-05	0.000890306423539018	4.22416031394106	13.2296481753308	12.2675736728741	12.728018976969	13.5250542231939	8.712884465274	8.955634505465
LCN15	-2.97244872909283	13.2230809709184	-11.885386395591	1.01524510154695e-05	0.000890306423539018	4.22290978948291	14.0666102097626	13.8239812146257	14.3963393983105	14.5686580330986	10.9979127782475	11.4849841914655
IKZF2	-1.56717421560021	8.89562892936411	-11.8792954886324	1.01856958946403e-05	0.000890306423539018	4.21953594729353	9.58984344539055	9.30362001931224	9.33416175402342	9.44445611953049	7.82461370992432	7.87707852800361
THRB	-1.94129135783735	5.8088671395344	-11.8778092582845	1.0193826809714e-05	0.000890306423539018	4.21871241443759	6.62529816381489	6.56858832689726	6.34969099446484	6.28027955007706	4.35556574220523	4.67378005974711
NETO1	1.96945804912582	9.0045356904779	11.8727099904782	1.02217805569597e-05	0.000890360816053683	4.21588600696302	8.51064419020259	8.28061609293166	8.09521376148228	8.50572465179396	10.421188251903	10.2138271945539
LOC90246	1.97033477478947	8.47854546200286	11.8500810764816	1.03468934275725e-05	0.000897086261605425	4.203327229408	7.89247721135032	7.61066828180983	7.7127535800409	8.07116974175777	9.8889835935223	9.69522036353605
IRX3	-3.27412652406603	9.25851793239099	-11.8487931447117	1.03540668067544e-05	0.000897086261605425	4.2026116517685	10.2401150677192	9.96757996322567	10.2329849963456	10.9588937343616	6.95123160481337	7.20030222788057
MVP	-1.73216584229599	12.1698016091	-11.8392539554734	1.04073746536114e-05	0.000899313114298938	4.19730900209182	12.775888958006	12.5701670098172	12.6946701891444	12.9480347358269	10.9378965998843	11.092152161921
LOC389676	1.32578054376654	5.33124332783054	11.8316263321283	1.04502261354169e-05	0.000900627028607082	4.19306558481795	4.93877716874306	4.89034670602528	4.85277015727454	4.87537188759055	6.1660715600142	6.2641224873356
HMGCS2	-2.02142556881386	12.969394860842	-11.8190871368563	1.05211100351315e-05	0.000904343539879891	4.18608323354621	13.953796314429	13.6436874477796	13.4757079416092	13.4996218313021	11.5459604357133	11.6975951942189
LONRF3	-1.42230832920568	7.82248717049341	-11.8133830592725	1.055353706556e-05	0.000904506877001977	4.18290427833527	8.30708032683954	8.37692421405571	8.3186883048322	8.18366694185378	6.81879463790739	6.92976859747186
KRT23	-3.44712912061811	7.65482350951932	-11.8089984728251	1.05785406924442e-05	0.000904506877001977	4.1804595498656	8.76614742557377	8.30647232293284	8.74013692795199	9.40270952244282	5.21409997189472	5.49937488631977
HCFC1R1	-1.50221696629722	12.8419109209864	-11.8035399538255	1.06097633296167e-05	0.000904801727719693	4.17741463653285	13.1913323079551	13.3274432371199	13.4608312328981	13.3909928610355	11.8686954240003	11.8121704629096
RALYL	2.03324401947244	7.23668841675411	11.7984285678089	1.06390960103826e-05	0.000904934283890951	4.17456196623061	6.8803866758035	6.37165749111856	6.50608401810288	6.47763345602824	8.67213576699365	8.51223309247783
CRABP1	-4.33177843967676	12.768871694923	-11.7614841905985	1.08538894156447e-05	0.000920799884097543	4.15390299335618	14.6779857234921	13.3892761866804	14.1832843642733	14.6006450914818	9.71829075882036	10.0437480447899
GPR39	-1.4242846266739	7.9581864660671	-11.7530740337822	1.09034765546129e-05	0.000922604040830192	4.14919019683651	8.51435089681071	8.48955375090228	8.36837744019685	8.35950994525711	6.94443909525183	7.07288766798384
BATF3	-1.8175917201446	7.38097548916494	-11.7348521696377	1.1011806403498e-05	0.000927021959281621	4.13896657205019	8.02012125601547	8.12073266128702	7.8566306005806	7.94987306563614	5.97860623713718	6.35988911433323
MGAT4C	1.30850689684748	4.84256627737131	11.7347192948422	1.1012600860791e-05	0.000927021959281621	4.13889195720834	4.35294027035025	4.45310844862747	4.44419822936808	4.37534229867615	5.72650849607933	5.7032999211266
A2M	-3.76209392806927	9.28589118631545	-11.7286596969181	1.10489009358129e-05	0.000927680530376231	4.13548825548054	10.6447062857527	9.98191459866524	10.6085245341596	10.9245445641099	6.36932715302111	7.18632998218411
UGT2B7	-1.8681560271248	10.485304326153	-11.7000131758132	1.12223723760369e-05	0.000938924964679225	4.119371373809	11.1895451782869	10.9719271920722	11.3492441638601	10.9213754732259	9.18899919573871	9.29073475373423
IER5	-2.28961301472802	12.9896360894547	-11.6947450170885	1.12546123092404e-05	0.000938924964679225	4.11640276070904	13.5466452630008	13.5041139059866	13.8638784985893	14.096724043213	11.4310642315457	11.4953905943931
lincRNA:chr14:101430757-101433381_F	3.58223876992729	8.45289464476768	11.6923523251505	1.1269290026386e-05	0.000938924964679225	4.11505399499896	7.79856378366723	7.55157711136362	6.89385295010628	6.79126637403054	10.8425039119001	10.8396037375383
ST6GALNAC2	-2.3719565980522	7.53667094315228	-11.6762272682561	1.13687806101114e-05	0.000944797872284693	4.10595641694345	8.48208368301091	7.90791481267472	8.35854876681458	8.56074530751184	5.89319095231318	6.01754213658844
RAPGEF4	2.09227234195472	6.64154076269204	11.6640739706501	1.14444300730226e-05	0.000947830464662273	4.09909061582866	6.03534044543734	5.57994436147835	6.03435476735663	6.12682702055623	8.04219689553519	8.03058108578853
ADRB2	-2.5304962263858	6.56086965219122	-11.6610308984095	1.14634620461349e-05	0.000947830464662273	4.09737026443574	7.58773811719347	6.98456652162695	7.4518401165499	7.59332882190896	4.6911153548664	5.05662898100164
FBN2	-3.5154858681628	9.41493617848347	-11.6563034310259	1.14931004295017e-05	0.000947875272637666	4.0946966984823	10.606291577473	9.97565523319574	10.8012831714423	10.9638292227066	6.80568716113593	7.33687070494728
PFKP	-2.45440714757104	12.5473806032598	-11.6311973276127	1.16519773928438e-05	0.000958551685673415	4.08047843349091	13.2247052959602	13.0260216141734	13.4719344394225	13.7394039269114	10.8575844133882	10.9646339297034
CACNG6	1.68882300892768	11.153907885493	11.6252581259467	1.1689928572707e-05	0.000959251393231926	4.07711002298613	10.7848202366882	10.5947169006041	10.4072363650543	10.5770940277217	12.360225149803	12.1993546330865
lincRNA:chr14:101365673-101366049_F	2.89643933897124	6.33739405889457	11.6204569514877	1.17207112115497e-05	0.000959360826981543	4.07438567606145	5.54501679239539	5.67176592084953	5.33209723496198	4.93877716874306	8.00500239713141	8.53170483928606
NKX3-2	-1.67976726836413	6.28342924712427	-11.6035159838748	1.18300712403308e-05	0.000965885290216185	4.06476302718214	6.89377712562546	6.74930556972427	6.68591134548818	7.04441263881134	5.10624128848676	5.22092751460961
XAGE2B	-1.44637306455733	6.22514247213578	-11.5943491217638	1.18897331383276e-05	0.000968329591118243	4.05954979042428	6.6628704911208	6.783102281693	6.59182816110857	6.79126637403054	5.32131281499368	5.20047470986811
SP6	-2.65086290284199	9.03313624513031	-11.587016425274	1.19377053806491e-05	0.00096920759838012	4.05537643090609	9.91702955831851	9.56847004034347	9.83145838543857	10.3500708668767	7.11629659281636	7.41549202698829
CARD10	1.33038356481858	13.2677228304127	11.5825209574466	1.19672252841995e-05	0.00096920759838012	4.0528164456934	12.8555659867378	12.8832103961449	12.7489099181955	12.8093602674811	14.1997620845204	14.1095283293964
SSTR5	2.191200087116	6.3107645358538	11.5790965987716	1.19897676933784e-05	0.00096920759838012	4.05086569008358	5.25266801453529	5.60415107701131	5.63795008117651	5.82668885453742	7.91781969499997	7.62530949286229
RASSF9	1.48644267095742	7.61585623585891	11.5441026690748	1.2222937701764e-05	0.000983293018804402	4.03089475933898	7.10808472799879	7.25999454333649	7.07194973369399	7.04147237712981	8.6968213180438	8.51681471495057
TJP2	1.81432401610548	10.9385746683665	11.5438883866501	1.22243813922639e-05	0.000983293018804402	4.03077226702694	10.2671841547765	10.1036216582037	10.4865159439072	10.4778782284377	12.2342700019788	12.0619780228948
FLI1	-2.85826057112008	6.10548295199785	-11.5378253168873	1.22653112299111e-05	0.000984155280632544	4.02730535559211	6.64085022764894	6.8792124406177	7.28883884032488	7.42404439422666	4.35459743138344	4.04535437778549
OPCML	2.29859966548852	7.95995329024778	11.530814036875	1.23128377410074e-05	0.000985541314714495	4.02329378969825	7.13959879617	6.81695244516923	7.33267297061891	7.4857893950483	9.49420430963228	9.49050182484797
HOXB4	-2.93195507946256	8.15759440352019	-11.51744451866	1.24040491667894e-05	0.000990408602221812	4.01563697929129	8.89460307108195	8.79230980954923	9.18325824613827	9.66947992659472	6.1387061072891	6.26720926046788
SYT7	-2.06592051867321	10.1014839229948	-11.4937336994126	1.2567720230828e-05	0.000998847821612201	4.00203396300581	10.7138497479854	10.5960457072758	10.7798540943164	11.0707468339658	8.89936204246056	8.54904511196472
CPA2	3.32122602169387	7.7978286237047	11.493252737698	1.25710656862511e-05	0.000998847821612201	4.00175771898381	6.72950788911834	7.31016758795847	6.40877062611988	6.3145670293636	9.88771396872366	10.1362446409442
LOC553137	2.35927579656256	6.54542562498967	11.4750560002785	1.26983894487217e-05	0.00100650956951583	3.99129709792543	5.55036550996457	5.51856330384503	6.02023853476575	5.94683408929992	8.30140518302527	7.93514712903749
NPNT	-2.37852252609669	8.84638649839452	-11.4637771350994	1.27780488259228e-05	0.00101036528301477	3.98480430343228	9.4901899218163	9.40640793476232	9.74776575612092	9.91254574900748	7.01995699248557	7.50145263617455
SLC2A14	-2.49695107172196	14.9827645703115	-11.4564241177828	1.28302888713966e-05	0.00101203951710287	3.98056774896745	15.6255724552673	15.608832207396	15.8863502190507	16.1395714951614	13.0637271400859	13.5725339049078
C14orf132	1.51729448510846	10.8395971456711	11.4312779932878	1.30107966572054e-05	0.00102379884710575	3.96605721748089	10.3984960770312	10.478010806884	10.2156948197305	10.2431275655608	11.7943081523938	11.9079454524264
LOC283392	-1.71003748325842	6.12733772112242	-11.4200903681734	1.3092037880517e-05	0.00102566175643113	3.95959034932781	6.85770549353482	6.67206249799107	6.7014121626128	6.55822070802888	4.82852502683015	5.1461004377368
LCP1	-1.45185958904089	12.5839375889697	-11.4188832542633	1.31008382153369e-05	0.00102566175643113	3.95889218402218	13.1317316597191	13.0356236165518	12.9581438579412	13.1460640070545	11.5225415754756	11.7095208170759
CDC42EP1	1.71250348186261	13.1337570545245	11.4150370311559	1.31289238552285e-05	0.00102566175643113	3.9566670916955	12.4543431096637	12.416605026438	12.5929756332012	12.7877664729782	14.3536789448099	14.1971731400559
A_33_P3407049	-2.41047664516041	6.76582733786517	-11.4099921614229	1.31658666490437e-05	0.00102608717183229	3.95374734116897	7.68015163706043	7.13956868976605	7.57961157080412	7.87794631404395	5.17474373996618	5.14294207555029
NBLA00301	-2.48043374276447	6.11236366746819	-11.3682280647031	1.34763076021587e-05	0.00104777487531151	3.92952259295225	6.84134978399572	6.60948083317411	6.9213404517197	7.38452859133586	4.49236244564269	4.42511989894107
CAMK2N1	1.34763370240308	12.7459291016001	11.359827451014	1.35397578025183e-05	0.00105020164269676	3.92463835569612	12.3060560831596	12.2133861761968	12.3020068349501	12.3654223755564	13.572094492888	13.7166086468497
RAB31	-2.15891815515259	12.2925528264899	-11.3447907364418	1.36541859124104e-05	0.00105656155455723	3.91588609280335	12.8876398224659	12.756014521014	13.0240437025153	13.381070800168	10.8315510596088	10.8749970531676
